"Symbol","signcon","randomSummary","randomCi.lb","randomCi.ub","randomP","het_QE","het_QEp","het_QM","het_QMp","error","rank","virus","gestation"
"SELE",-6,-24.8161445997405,-29.0834128429509,-20.54887635653,4.27344322865266e-30,0.00998814755514352,0.999999471539893,129.916680873198,4.27344322865268e-30,FALSE,1,"HIV","Term"
"CDH5",-3,-25.7520605072857,-31.786879842873,-19.7172411716984,6.08076118089285e-17,2.32071995240304e-05,0.999988396467559,69.950625761327,6.08076118089285e-17,FALSE,2,"HIV","Term"
"PKNOX2",-4,-22.2443724626545,-26.8467281804748,-17.6420167448342,2.71889582638012e-21,0.000172725788355642,0.999999396284845,89.7379478815008,2.71889582638016e-21,FALSE,3,"HIV","Term"
"AFF2",-4,-23.3164133575641,-28.5427658044013,-18.0900609107268,2.24959566991327e-18,0.000671933199477718,0.99999536851339,76.4578861193733,2.24959566991328e-18,FALSE,4,"HIV","Term"
"COL11A1",-4,-23.3057173110343,-28.5320716624526,-18.0793629596161,2.33098768374356e-18,4.45323808751993e-05,0.99999992096365,76.3876987727381,2.33098768374353e-18,FALSE,5,"HIV","Term"
"MMRN1",-4,-23.1531655842443,-28.37952188456,-17.9268092839285,3.86166304662602e-18,0.00153654881700955,0.999983988273433,75.3908968503657,3.86166304662603e-18,FALSE,6,"HIV","Term"
"SULT1C4",-6,-19.7828374710445,-23.3981204813412,-16.1675544607478,7.77478397514277e-27,0.0645161681219463,0.999945042915104,115.024074495278,7.77478397514293e-27,FALSE,7,"HIV","Term"
"CHODL",-4,-20.7212509619777,-24.7914222110943,-16.6510797128612,1.8991629718236e-23,0.0589954245030473,0.996255680897144,99.5640969288156,1.89916297182361e-23,FALSE,8,"HIV","Term"
"EPHA3",-4,-22.9592521236333,-28.1856204634235,-17.732883783843,7.30269432713259e-18,0.000478688871416288,0.999997214927938,74.133008943514,7.30269432713263e-18,FALSE,9,"HIV","Term"
"HOXC6",-4,-20.6327046512472,-24.7552506486555,-16.5101586538388,1.02661670221219e-22,0.000277668083558498,0.999998769528457,96.2226880352676,1.0266167022122e-22,FALSE,10,"HIV","Term"
"SFRP1",-3,-22.8103833202088,-28.0116477761069,-17.6091188643107,8.28945364037104e-18,0.0252293080081138,0.987464577235611,73.8828223621598,8.28945364037107e-18,FALSE,11,"HIV","Term"
"ACE2",-4,-20.6853427080655,-24.8435183952725,-16.5271670208585,1.84331206642112e-22,0.000210761409217459,0.999999186274384,95.0639714263168,1.84331206642111e-22,FALSE,12,"HIV","Term"
"PREX2",-5,-21.7098985331567,-26.3846007603942,-17.0351963059192,8.84253149755544e-20,0.000278870458215198,0.999999990279812,82.8521657340703,8.84253149755537e-20,FALSE,13,"HIV","Term"
"AGTR1",-3,-24.3353916541215,-30.3702294671334,-18.3005538411096,2.71124868079906e-15,0.00110180078383208,0.999449251325843,62.465706549914,2.71124868079907e-15,FALSE,14,"HIV","Term"
"TRO",-4,-20.6823919082665,-24.8926089119439,-16.4721749045892,6.07944527449584e-22,8.49207185634292e-05,0.999999791873092,92.7019237670698,6.07944527449583e-22,FALSE,15,"HIV","Term"
"COL21A1",-4,-22.6891079976587,-27.9154946292792,-17.4627213660382,1.7587148342434e-17,2.94331806586207e-05,0.999999957531124,72.3982315649335,1.7587148342434e-17,FALSE,16,"HIV","Term"
"TSPAN18",-4,-22.5113929364979,-27.7377889386935,-17.2849969343022,3.11808154775135e-17,0.000270697450091985,0.999998815568946,71.2682825923411,3.11808154775135e-17,FALSE,17,"HIV","Term"
"RGN",-4,-22.4329067923633,-27.6593048263311,-17.2065087583954,4.00959645125965e-17,0.0031186785233964,0.999953722655539,70.7721390573447,4.00959645125965e-17,FALSE,18,"HIV","Term"
"CD300LG",-4,-22.2054725069036,-27.4318926537599,-16.9790523600473,8.27125932770582e-17,0.000571373690726642,0.999996368176593,69.3437910834828,8.27125932770591e-17,FALSE,19,"HIV","Term"
"ART4",-4,-20.6209048204708,-25.0794494709846,-16.1623601699571,1.24726459375226e-19,8.14784363532356e-05,0.999999804398482,82.1722874766634,1.24726459375226e-19,FALSE,20,"HIV","Term"
"NALCN",-5,-20.7212744017234,-25.2754685259042,-16.1670802775426,4.76058195934288e-19,0.000170012130699398,0.999999996387189,79.5254304671552,4.76058195934288e-19,FALSE,21,"HIV","Term"
"LNX1",-4,-21.2874453269539,-26.2206504998636,-16.3542401540442,2.73149934781608e-17,0.0160594514995474,0.999461329155655,71.5294551075848,2.73149934781608e-17,FALSE,22,"HIV","Term"
"ANO1",-3,-20.6524453005865,-25.3341433958545,-15.9707472053185,5.33274091501897e-18,0.0212753182019831,0.989418720701117,74.7536382615209,5.33274091501898e-18,FALSE,23,"HIV","Term"
"PCDH17",-3,-20.673824601453,-25.3721856011366,-15.9754636017694,6.45006375305804e-18,0.00274892114110988,0.998626483567765,74.3780984636812,6.45006375305803e-18,FALSE,24,"HIV","Term"
"XAGE3",-5,-20.3503596034489,-24.8967392406989,-15.803979966199,1.73769839863038e-18,0.00666423911608065,0.999994460806427,76.9677803114337,1.73769839863038e-18,FALSE,25,"HIV","Term"
"TNNT3",-4,-21.6512305350244,-26.8776995164332,-16.4247615536156,4.68612337486634e-16,0.00124613921118792,0.999988304836496,65.9241586828729,4.68612337486637e-16,FALSE,26,"HIV","Term"
"ARHGAP44",-3,-23.1056790224926,-29.1405612894567,-17.0707967555285,6.18568701428755e-14,0.00076202876979051,0.999619058191868,56.3113643698308,6.18568701428754e-14,FALSE,27,"HIV","Term"
"FGG",-3,-23.0940341120263,-29.12891688317,-17.0591513408827,6.36684073491568e-14,7.26116773370662e-05,0.99996369482038,56.254609132743,6.36684073491568e-14,FALSE,28,"HIV","Term"
"MYH11",-2,-25.5835621248177,-32.9746743400654,-18.1924499095701,1.16723118638763e-11,0.000149859323847615,0.990232777103757,46.0255107563063,1.16723118638763e-11,FALSE,29,"HIV","Term"
"BMP5",-3,-23.0094683642255,-29.0443550086466,-16.9745817198044,7.84835399191038e-14,0.000386505767121143,0.999806765788575,55.843305434337,7.84835399191041e-14,FALSE,30,"HIV","Term"
"GJA5",-2,-23.498062985888,-29.8004983054419,-17.1956276663341,2.72058410029147e-13,1.49493570120842e-07,0.999691502742576,53.4002775861007,2.72058410029148e-13,FALSE,31,"HIV","Term"
"SYCE1",-3,-20.4854766569819,-25.2015580840127,-15.7693952299511,1.68625559090717e-17,1.51405356737682e-05,0.999992429760817,72.4812608205183,1.68625559090716e-17,FALSE,32,"HIV","Term"
"AADACL2",-5,-20.0769860098343,-24.5843472759532,-15.5696247437155,2.54220586101634e-18,0.0253926660174483,0.999920080530035,76.216408200981,2.54220586101634e-18,FALSE,33,"HIV","Term"
"PDZRN4",-4,-21.0339305471584,-26.0502452479136,-16.0176158464031,2.06350753253019e-16,0.0046538883856721,0.999915678856972,67.5410028106762,2.06350753253019e-16,FALSE,34,"HIV","Term"
"TBX5",-3,-22.9456603203257,-28.9805516915479,-16.9107689491035,9.18598346504906e-14,0.000101862210543673,0.999949070191695,55.5339273817526,9.18598346504903e-14,FALSE,35,"HIV","Term"
"PLVAP",-3,-22.9005753023328,-28.9354549688393,-16.8656956358263,1.02623343043498e-13,0.00493687376695823,0.997534607201619,55.3161235289644,1.02623343043498e-13,FALSE,36,"HIV","Term"
"VGLL1",-4,-20.9208485951125,-25.9055540982584,-15.9361430919666,1.93594192233862e-16,5.22297313429749e-05,0.999999899610408,67.666819563455,1.93594192233863e-16,FALSE,37,"HIV","Term"
"RASGRF2",-2,-21.8086532916555,-27.2746627185624,-16.3426438647486,5.28247737610299e-15,2.01656563400005e-05,0.99641701671025,61.1523464491383,5.28247737610303e-15,FALSE,38,"HIV","Term"
"FGB",-4,-21.3329573215051,-26.559456382589,-16.1064582604211,1.244510100092e-15,0.0212948030282288,0.999178785759683,63.9994965518097,1.244510100092e-15,FALSE,39,"HIV","Term"
"CACNA2D2",-4,-20.0942897635972,-24.6856623574169,-15.5029171697775,9.66667633384059e-18,0.0822186841948491,0.993882307439116,73.5794315119269,9.66667633384058e-18,FALSE,40,"HIV","Term"
"LZTS1",-3,-22.712045803178,-28.7469520064871,-16.6771395998689,1.62847659527377e-13,0.000422060824646878,0.999788991853028,54.4086115990524,1.62847659527377e-13,FALSE,41,"HIV","Term"
"PLA2G2A",-2,-23.7940362843005,-30.41106873667,-17.177003831931,1.81781892148902e-12,0.0197389514960066,0.888268603372108,49.6713417892283,1.81781892148902e-12,FALSE,42,"HIV","Term"
"CETP",-4,-21.0288525690834,-26.1910731595392,-15.8666319786276,1.41527179538372e-15,0.0045377668679068,0.999918812169746,63.7461876746743,1.41527179538374e-15,FALSE,43,"HIV","Term"
"SPEG",-3,-22.0126195895314,-27.7162527885546,-16.3089863905082,3.89985641962421e-14,0.000430305609636984,0.999784870338886,57.2184991978832,3.89985641962423e-14,FALSE,44,"HIV","Term"
"MYCT1",-3,-20.8104498428965,-25.891603543355,-15.729296142438,9.96752453102924e-16,0.000144533448891118,0.999927735886731,64.4368725875971,9.96752453102917e-16,FALSE,45,"HIV","Term"
"KCNH2",-5,-19.6966574993831,-24.1884648495766,-15.2048501491897,8.36441736208328e-18,0.000187821209692524,0.999999995590675,73.8650515687399,8.36441736208333e-18,FALSE,46,"HIV","Term"
"SCN7A",-3,-22.5467317842797,-28.5816545973936,-16.5118089711658,2.43375288493134e-13,2.10943989916161e-05,0.999989452856126,53.61915177314,2.43375288493134e-13,FALSE,47,"HIV","Term"
"EDIL3",-2,-21.5914037932097,-27.1424145373377,-16.0403930490816,2.46804409950812e-14,4.00988868394314e-08,0.99984022595996,58.1184208072486,2.46804409950813e-14,FALSE,48,"HIV","Term"
"PRIMA1",-4,-20.679264026318,-25.7731750978502,-15.5853529547857,1.7671911263122e-15,0.00224783003996809,0.999971674918655,63.3087327979897,1.7671911263122e-15,FALSE,49,"HIV","Term"
"ANGPTL1",-3,-22.3742174875807,-28.4091264919557,-16.3393084832057,3.68923849648428e-13,0.000771357242808087,0.999614395743035,52.8020082288369,3.68923849648431e-13,FALSE,50,"HIV","Term"
"ASPN",-5,-19.6271648994285,-24.1816502630708,-15.0726795357863,3.00687999835071e-17,0.000992552381223725,0.999999876895706,71.339933969254,3.00687999835072e-17,FALSE,51,"HIV","Term"
"FGA",-3,-22.3351282727869,-28.3700668908227,-16.3001896547512,4.05332994073485e-13,0.000116561817975667,0.999941720789311,52.6171559077999,4.05332994073486e-13,FALSE,52,"HIV","Term"
"RARB",-4,-20.745461269352,-25.915659938586,-15.575262600118,3.70958666438998e-15,0.026708763222239,0.998848345285521,61.8483204320566,3.70958666438996e-15,FALSE,53,"HIV","Term"
"PDE1A",-4,-19.4966064103082,-23.9861907396285,-15.0070220809878,1.71846253747277e-17,0.00404499667196553,0.999931660923651,72.443923606682,1.71846253747276e-17,FALSE,54,"HIV","Term"
"ERVH48-1",-2,-22.3260961064323,-28.4088408750964,-16.2433513377683,6.29900912750129e-13,0.00686883848741296,0.933948184628509,51.7514561322668,6.2990091275013e-13,FALSE,55,"HIV","Term"
"PDIA2",-4,-19.4197739134308,-23.9289357495177,-14.9106120773439,3.14501396097324e-17,0.0497160565798736,0.997095338006861,71.2513136524882,3.14501396097325e-17,FALSE,56,"HIV","Term"
"AVPR1A",-4,-20.3115737962643,-25.3215495997239,-15.3015979928047,1.92417925669829e-15,0.0240290060885921,0.999016455603028,63.141090079289,1.92417925669829e-15,FALSE,57,"HIV","Term"
"GRIK2",-5,-19.2981564228273,-23.7621156250646,-14.83419722059,2.38892662141701e-17,0.00192843536253204,0.99999953544084,71.7938747553413,2.388926621417e-17,FALSE,58,"HIV","Term"
"TAC3",-2,-24.5828249129936,-31.9739563469669,-17.1916934790203,7.08628796967727e-11,6.40002492901395e-05,0.993616979167935,42.4950072306036,7.08628796967727e-11,FALSE,59,"HIV","Term"
"COL4A4",-3,-21.0462152530638,-26.5345227225146,-15.557907783613,5.65007676159504e-14,0.0448981013902413,0.977801054208277,56.4894479315964,5.65007676159509e-14,FALSE,60,"HIV","Term"
"KCNA4",-5,-19.1356095289097,-23.5739908794791,-14.6972281783403,2.90862930937034e-17,0.000227244149969288,0.999999993545501,71.4054817855199,2.90862930937033e-17,FALSE,61,"HIV","Term"
"PTGFR",-3,-20.7483754036503,-26.090451702225,-15.4062991050755,2.69034064377023e-14,0.00731790547606237,0.996347733072698,57.948767462808,2.69034064377023e-14,FALSE,62,"HIV","Term"
"NEBL",-4,-20.2599647546046,-25.3373358638291,-15.1825936453802,5.25135508943009e-15,0.00422041350099384,0.999927171476069,61.1639800572254,5.25135508943009e-15,FALSE,63,"HIV","Term"
"GRID1",-4,-20.170656967737,-25.2041980682217,-15.1371158672524,4.02763964698198e-15,0.000434694147882406,0.999997589884465,61.6863439456022,4.02763964698196e-15,FALSE,64,"HIV","Term"
"RBMS3",-3,-21.9587466667254,-27.9937254174021,-15.9237679160487,9.92927115504174e-13,6.30619832876345e-05,0.999968469505453,50.8580598156524,9.92927115504178e-13,FALSE,65,"HIV","Term"
"ADGRF5",-2,-24.351997729323,-31.743135556869,-16.960859901777,1.0637390530952e-10,8.52537890997909e-05,0.992632998881559,41.7006447052404,1.0637390530952e-10,FALSE,66,"HIV","Term"
"KIF26B",-2,-21.2913153357987,-26.9942990654269,-15.5883316061704,2.53086361616797e-13,0.0001013239694656,0.991968644958714,53.5422849677414,2.53086361616796e-13,FALSE,67,"HIV","Term"
"ADAMTS19",-5,-19.1565623784083,-23.6826243716917,-14.6305003851249,1.08084201552449e-16,0.035250442761318,0.999846488861767,68.8161452603301,1.08084201552449e-16,FALSE,68,"HIV","Term"
"FAM110C",-3,-19.9830479208923,-24.9721467861942,-14.9939490555903,4.14956095451431e-15,0.0459811971570529,0.977271671472966,61.6276236166236,4.1495609545143e-15,FALSE,69,"HIV","Term"
"HSD17B2",-2,-24.2887591657745,-31.6798978120258,-16.8976205195232,1.18819184567451e-10,5.39467453411748e-05,0.99413971441205,41.4843358229535,1.18819184567451e-10,FALSE,70,"HIV","Term"
"KCNB1",-3,-20.4023299000153,-25.6268161457406,-15.17784365429,1.94934278175581e-14,0.000754620360466479,0.999622760992301,58.5825852408605,1.94934278175582e-14,FALSE,71,"HIV","Term"
"NALF1",-3,-20.0954580515212,-25.1656952714794,-15.025220831563,7.96393811967258e-15,0.00448157882650768,0.997761719281175,60.3441874351336,7.96393811967259e-15,FALSE,72,"HIV","Term"
"MMRN2",-2,-24.2363508934512,-31.6274925148219,-16.8452092720806,1.30203841133555e-10,1.32328957899242e-05,0.997097537950935,41.3054727842521,1.30203841133555e-10,FALSE,73,"HIV","Term"
"CAVIN2",-3,-21.7937437002931,-27.828741243831,-15.7587461567553,1.46382629170776e-12,0.000614326108382913,0.99969288411555,50.0963016204083,1.46382629170776e-12,FALSE,74,"HIV","Term"
"TMEM179",-3,-20.1468290868994,-25.2604898189742,-15.0331683548246,1.14628945432758e-14,1.55865233730649e-05,0.999992206768681,59.6273850681407,1.14628945432758e-14,FALSE,75,"HIV","Term"
"ECRG4",-4,-19.798459085952,-24.7438566075859,-14.8530615643181,4.27667362907388e-15,0.00512138083131043,0.999902673242321,61.5682130998344,4.27667362907387e-15,FALSE,76,"HIV","Term"
"PADI1",-4,-20.115341133548,-25.2418260261374,-14.9888562409587,1.46536082783927e-14,0.000231672992694735,0.999999062218338,59.1441265603652,1.46536082783926e-14,FALSE,77,"HIV","Term"
"ECM2",-3,-19.9639453710668,-25.0142729755753,-14.9136177665583,9.35440675789635e-15,0.0351354293401148,0.982585697945969,60.0274405044893,9.35440675789629e-15,FALSE,78,"HIV","Term"
"CCDC68",-2,-22.0649481852666,-28.3034157022852,-15.826480668248,4.14252024307153e-12,0.0261477238221693,0.871540074091351,48.0558396382563,4.14252024307154e-12,FALSE,79,"HIV","Term"
"AADAC",-3,-21.6966621556623,-27.7316267188656,-15.6616975924591,1.83627358642843e-12,0.0274558509150078,0.986365872802101,49.6515243722479,1.83627358642842e-12,FALSE,80,"HIV","Term"
"CYP26A1",-5,-18.8967518904076,-23.3733502579433,-14.4201535228719,1.30127543598189e-16,0.000246259887057038,0.999999992420131,68.4501241082417,1.30127543598188e-16,FALSE,81,"HIV","Term"
"TMEM74B",-3,-21.6282450049778,-27.6632682965957,-15.5932217133599,2.1545707216643e-12,5.2854351325334e-05,0.999973573173532,49.3379206506936,2.1545707216643e-12,FALSE,82,"HIV","Term"
"ADGRF4",-4,-19.9571248394997,-25.0679564754833,-14.8462932035161,1.95731751581748e-14,0.000180991419370086,0.999999352436734,58.5745527570763,1.95731751581747e-14,FALSE,83,"HIV","Term"
"LDB3",-4,-19.8111826755503,-24.8434927406445,-14.7788726104562,1.20056003727604e-14,0.000140587925272788,0.999999556674694,59.5363495657502,1.20056003727604e-14,FALSE,84,"HIV","Term"
"VASH2",-4,-19.8057314744615,-24.8388746380682,-14.7725883108549,1.23299131577319e-14,0.00011695294450161,0.999999663627634,59.483893556018,1.23299131577319e-14,FALSE,85,"HIV","Term"
"MAP9",-3,-20.0102519575726,-25.1701917087632,-14.850312206382,2.9443655329424e-14,0.00950794656218454,0.995257308964308,57.7712859447151,2.94436553294239e-14,FALSE,86,"HIV","Term"
"ENTPD3",-3,-21.0184669361843,-26.7503508190159,-15.2865830533528,6.61975333376742e-13,0.000506394381829381,0.999746834860789,51.6539438565312,6.61975333376746e-13,FALSE,87,"HIV","Term"
"PROM1",-3,-21.5110033302008,-27.5459561358038,-15.4760505245979,2.82629988651449e-12,0.0281563417941023,0.986020463146036,48.8056117393263,2.82629988651448e-12,FALSE,88,"HIV","Term"
"WDR86",-3,-19.816838147856,-24.9036072872094,-14.7300690085027,2.2485534643613e-14,6.8945829880344e-05,0.999965527679244,58.3016506873062,2.24855346436131e-14,FALSE,89,"HIV","Term"
"SCARA5",-1,-25.5296836953366,-33.8988670860638,-17.1605003046094,2.24855440154275e-09,0,1,35.7454592524072,2.24855440154274e-09,FALSE,90,"HIV","Term"
"FRZB",-3,-21.4176847896382,-27.4527472163285,-15.3826223629479,3.50895250413116e-12,0.000147082204455993,0.999926461601853,48.3813178347028,3.50895250413117e-12,FALSE,91,"HIV","Term"
"LGI4",-3,-21.0347539406238,-26.8820898351297,-15.1874180461178,1.78118658557183e-12,0.00120892275365747,0.999395721273146,49.7112827606971,1.78118658557183e-12,FALSE,92,"HIV","Term"
"COL4A3",-2,-20.7799340075628,-26.4883736855362,-15.0714943295894,9.70086510471941e-13,0.000102858046369277,0.991908076803311,50.9037383284734,9.70086510471945e-13,FALSE,93,"HIV","Term"
"SMAD9",-2,-20.8639487383095,-26.6456776041752,-15.0822198724437,1.51918513164214e-12,0.0364690770850748,0.848550048523713,50.023462925447,1.51918513164213e-12,FALSE,94,"HIV","Term"
"NOS3",-3,-19.7146074545792,-24.8444344083618,-14.5847805007966,4.98151796267182e-14,0.0667517897599317,0.967174935144878,56.7370850993077,4.98151796267179e-14,FALSE,95,"HIV","Term"
"HSPB2",-2,-20.7215907612269,-26.4264327370938,-15.0167487853601,1.08602155456362e-12,1.46071627822728e-05,0.996950547038043,50.682161553305,1.08602155456362e-12,FALSE,96,"HIV","Term"
"PARD6G",-3,-21.2951481930031,-27.3302390892718,-15.2600572967345,4.65098844642581e-12,2.30639390578743e-05,0.999988468096964,47.8288440049641,4.65098844642583e-12,FALSE,97,"HIV","Term"
"ACSS3",-4,-19.5483700203184,-24.5961919883251,-14.5005480523117,3.19352076160883e-14,0.0349560907849045,0.998279901669029,57.6115056239601,3.19352076160885e-14,FALSE,98,"HIV","Term"
"RAMP3",-3,-21.0275720934461,-26.922597084788,-15.1325471021042,2.72549756649875e-12,2.6728077840489e-05,0.999986636050378,48.8768424924667,2.72549756649874e-12,FALSE,99,"HIV","Term"
"RSPO2",-3,-19.6737962730477,-24.8162159834722,-14.5313765626233,6.4600341496563e-14,3.8478366527202e-05,0.999980761001808,56.2260380737567,6.4600341496563e-14,FALSE,100,"HIV","Term"
"NNAT",-2,-23.1448926116104,-30.2850712499124,-16.0047139733085,2.10848012608143e-10,1.9364692989005e-05,0.996488893782957,40.3634581405327,2.10848012608142e-10,FALSE,101,"HIV","Term"
"FOLR1",-3,-20.8470438514516,-26.6746629927873,-15.0194247101158,2.36035921053617e-12,2.02437377681849e-05,0.999989878182342,49.1589750822454,2.36035921053618e-12,FALSE,102,"HIV","Term"
"TUB",-3,-19.7557600951428,-25.0025982883123,-14.5089219019734,1.5853616272374e-13,0.0314489177881925,0.984398524947735,54.4613405134348,1.5853616272374e-13,FALSE,103,"HIV","Term"
"CD200",-3,-20.7301139443074,-26.5441746116441,-14.9160532769706,2.78279043251338e-12,1.62638430134316e-05,0.999991868111557,48.8360401605316,2.78279043251339e-12,FALSE,104,"HIV","Term"
"ANO2",-4,-19.1768047872113,-24.1049990780185,-14.2486104964041,2.40843969861832e-14,0.000162793852887918,0.999999447598818,58.1665136554944,2.40843969861833e-14,FALSE,105,"HIV","Term"
"CNTN6",-4,-19.402389918957,-24.4821895464768,-14.3225902914372,7.09399786542601e-14,0.00489030028658105,0.999909179259608,56.0419804745052,7.09399786542604e-14,FALSE,106,"HIV","Term"
"MYL4",-4,-19.2862849691763,-24.3623103531603,-14.2102595851924,9.55917351627931e-14,0.027878082251968,0.998772323749307,55.4556462348247,9.55917351627923e-14,FALSE,107,"HIV","Term"
"CCDC3",-2,-23.1962915462408,-30.5874769812138,-15.8051061112677,7.69490040966834e-10,4.03886834748789e-05,0.99492931086319,37.8359900591113,7.69490040966835e-10,FALSE,108,"HIV","Term"
"SNAP91",-3,-20.6773562543536,-26.6212670589459,-14.7334454497612,9.21773544952041e-12,0.000162458707950968,0.999918773945039,46.4880827371724,9.21773544952043e-12,FALSE,109,"HIV","Term"
"NPNT",-3,-19.5116434744003,-24.7924929531242,-14.2307939956764,4.43224590248903e-13,1.87796685349346e-05,0.999990610209817,52.4416451859485,4.43224590248901e-13,FALSE,110,"HIV","Term"
"KCND2",-2,-20.1942744523193,-25.8725992983102,-14.5159496063285,3.16098429722017e-12,0.0344657141193393,0.852719680899368,48.5861204523677,3.16098429722018e-12,FALSE,111,"HIV","Term"
"CACNB2",-3,-20.3767396921795,-26.1659861452821,-14.5874932390769,5.25187708706737e-12,0.00124916480889658,0.999375612606539,47.5906350997799,5.25187708706738e-12,FALSE,112,"HIV","Term"
"TRPC1",-2,-20.3459094934363,-26.1289668192181,-14.5628521676545,5.36640490817801e-12,0.00549709311229437,0.940897090453855,47.5483448509966,5.36640490817801e-12,FALSE,113,"HIV","Term"
"NTN4",-2,-22.4191364763196,-29.4026333767483,-15.4356395758908,3.13246069997272e-10,1.43364646728268e-05,0.996978935078321,39.5902326699619,3.13246069997273e-10,FALSE,114,"HIV","Term"
"RIPK4",-4,-19.0959172287068,-24.1604363792671,-14.0313980781465,1.46716893038443e-13,0.0140129496841549,0.999560672733982,54.6135985713657,1.46716893038444e-13,FALSE,115,"HIV","Term"
"LINGO1",-2,-21.3657122084287,-27.779314358537,-14.9521100583203,6.60988373312584e-11,1.76736324907554e-05,0.996645701621923,42.6311352767584,6.60988373312586e-11,FALSE,116,"HIV","Term"
"RERG",-2,-23.006103301306,-30.3973042581235,-15.6149023444884,1.0563765647057e-09,1.00425559062615e-05,0.997471508700148,37.2179366591063,1.0563765647057e-09,FALSE,117,"HIV","Term"
"HSPA12B",-2,-20.8760133194278,-27.034689284843,-14.7173373540126,3.05959281109655e-11,1.23929009487114e-05,0.997191168714661,44.1384017608894,3.05959281109654e-11,FALSE,118,"HIV","Term"
"CDH6",-3,-20.6121052721616,-26.6471944554714,-14.5770160888519,2.17127557445565e-11,0.00702020183919412,0.996496052283076,44.8098511499135,2.17127557445565e-11,FALSE,119,"HIV","Term"
"PTH1R",-2,-22.3013564721469,-29.3186418093606,-15.2840711349332,4.69769814979613e-10,2.1125716550859e-05,0.99633271842433,38.7989943434191,4.69769814979613e-10,FALSE,120,"HIV","Term"
"BMP4",-2,-21.8544529876786,-28.6152796617278,-15.0936263136294,2.364086910003e-10,0.00568431791955787,0.93990090218713,40.1399159755737,2.364086910003e-10,FALSE,121,"HIV","Term"
"PAGE4",-3,-20.5507436180902,-26.5857784836458,-14.5157087525346,2.48672155772924e-11,0.15030543885564,0.927601812692591,44.5442547752493,2.48672155772923e-11,FALSE,122,"HIV","Term"
"LOXL4",-2,-20.7666925824686,-26.9409309925793,-14.5924541723579,4.33282917175656e-11,0.00396248483982794,0.949807696220162,43.4574320234759,4.33282917175658e-11,FALSE,123,"HIV","Term"
"PODN",-2,-22.163670611038,-29.1616004979777,-15.1657407240982,5.38171608381947e-10,3.48436135034504e-05,0.995290236135017,38.5336707809977,5.38171608381945e-10,FALSE,124,"HIV","Term"
"PPP1R14A",-2,-22.1977877454272,-29.2201911226484,-15.1753843682059,5.81231803701398e-10,0.000745242759330018,0.978221146964051,38.3834516288406,5.81231803701402e-10,FALSE,125,"HIV","Term"
"ANK3",-2,-19.8953470444084,-25.6125230302886,-14.1781710585281,9.07059783329296e-12,0.0599685788060214,0.806545609868179,46.5196135902596,9.07059783329298e-12,FALSE,126,"HIV","Term"
"NDNF",-2,-22.6422606709733,-30.0334912057829,-15.2510301361636,1.92343462342577e-09,1.90033925897401e-05,0.996521802358822,36.049750006902,1.92343462342578e-09,FALSE,127,"HIV","Term"
"GSTM5",-3,-19.4978086270787,-25.0792645917185,-13.9163526624388,7.55305820394212e-12,0.0187075106360521,0.990689854971999,46.8784003354346,7.55305820394207e-12,FALSE,128,"HIV","Term"
"PLAC1",-3,-19.9108517669798,-25.7350343988093,-14.0866691351502,2.07801186555601e-11,0.000124261954449075,0.999937870952865,44.8958181727244,2.07801186555603e-11,FALSE,129,"HIV","Term"
"PTGIS",-3,-19.9408200987369,-25.8550553930891,-14.0265848043848,3.88648148733783e-11,0.000278244312431521,0.999860887520823,43.6701833680838,3.88648148733783e-11,FALSE,130,"HIV","Term"
"OLFML2A",-2,-21.7689225839022,-28.7726126156916,-14.7652325521129,1.11526137631044e-09,7.44303417179123e-07,0.999311640969801,37.1121588183288,1.11526137631044e-09,FALSE,131,"HIV","Term"
"SLC22A17",-2,-21.6874472463874,-28.6517793632818,-14.723115129493,1.03787876347099e-09,0.000232889471065743,0.987824182445277,37.252387010437,1.03787876347098e-09,FALSE,132,"HIV","Term"
"ALKAL2",-2,-20.6282192182251,-27.0389731930065,-14.2174652434437,2.85086443406486e-10,0.0010304013805564,0.974392410479933,39.7741985648685,2.85086443406487e-10,FALSE,133,"HIV","Term"
"PSG11",-3,-19.3735022627144,-25.0536942199804,-13.6933103054483,2.31123648048614e-11,7.13616026667742e-05,0.999964319835219,44.6875384168168,2.31123648048613e-11,FALSE,134,"HIV","Term"
"ERG",-2,-21.7729414191338,-28.8846342013125,-14.6612486369551,1.9663105758293e-09,0.0253932829169348,0.873391002766719,36.006790814776,1.96631057582931e-09,FALSE,135,"HIV","Term"
"GDF6",-2,-20.2323637079669,-26.4643369693088,-14.000390446625,1.97714608085463e-10,0.00030075492689571,0.986163550324909,40.4891133493621,1.97714608085464e-10,FALSE,136,"HIV","Term"
"SLC2A12",-3,-19.1854125410771,-24.8430009870019,-13.5278240951523,3.00304448075313e-11,0.000862280902494029,0.999568952476442,44.1749190467921,3.00304448075313e-11,FALSE,137,"HIV","Term"
"ZNF521",-2,-20.4489760960589,-26.8689439792546,-14.0290082128631,4.29514772267898e-10,0.00018746889905447,0.989075763172878,38.9738765912885,4.29514772267899e-10,FALSE,138,"HIV","Term"
"GATA4",-2,-22.0748931419556,-29.4661876398435,-14.6835986440677,4.80921849850903e-09,5.47611023885095e-07,0.999409559535825,34.2651303878455,4.80921849850904e-09,FALSE,139,"HIV","Term"
