"Symbol","signcon","randomSummary","randomCi.lb","randomCi.ub","randomP","het_QE","het_QEp","het_QM","het_QMp","error","rank","virus","gestation"
"GBP4",6,3.0198186906306,1.81826731689899,4.22137006436221,8.39679469476638e-07,3.93773030507535,0.558415719270213,24.2646052846516,8.39679469476636e-07,FALSE,316,"HIV","Term"
"HLA-DPB1",6,2.8012364441078,1.71286826386722,3.88960462434838,4.54601225307537e-07,14.1239219150848,0.0148411164823893,25.4474368603961,4.54601225307536e-07,FALSE,317,"HIV","Term"
"FAM167B",-4,-7.21553109913718,-11.0968330843594,-3.33422911391491,0.000268778664633369,0.000351511035231442,0.999998247405458,13.276326335864,0.000268778664633369,FALSE,318,"HIV","Term"
"RASD2",-5,-6.77992044966334,-10.3883635253291,-3.17147737399763,0.000230880458163378,0.000332383744065569,0.999999986191661,13.5614354573224,0.000230880458163378,FALSE,319,"HIV","Term"
"VIPR2",-2,-9.25670389122806,-14.4182643570771,-4.09514342537901,0.000439779267677169,1.40388642731807e-06,0.999054621007452,12.3551176819983,0.000439779267677169,FALSE,320,"HIV","Term"
"ESRP1",-3,-7.88160479054302,-12.1910765209626,-3.57213306012343,0.00033761646066485,0.000380877006737361,0.999809579628892,12.8492393197429,0.000337616460664851,FALSE,321,"HIV","Term"
"SERPINA3",-6,-5.03153087721929,-7.56252586131535,-2.50053589312323,9.76569028386918e-05,2.87425350267741,0.719364777172177,15.1814725082233,9.76569028386918e-05,FALSE,322,"HIV","Term"
"SLC7A4",-5,-5.99060326651922,-9.13286987426417,-2.84833665877427,0.000186531602754383,0.000515192053406425,0.999999966827841,13.9621159208896,0.000186531602754383,FALSE,323,"HIV","Term"
"SSTR1",-3,-7.16770201784831,-11.0586124247422,-3.27679161095446,0.000305514710156718,0.000373933893964606,0.999813050530248,13.0362777474372,0.000305514710156718,FALSE,325,"HIV","Term"
"GLDC",-2,-8.63653493339456,-13.4503661596234,-3.82270370716571,0.00043746150275482,1.57203189323986e-06,0.998999607046403,12.3649831972507,0.000437461502754821,FALSE,326,"HIV","Term"
"BATF2",6,2.08243730864245,1.40528228360349,2.7595923336814,1.66590995902187e-09,1.84912934446133,0.869602122799575,36.3298699008963,1.66590995902187e-09,FALSE,327,"HIV","Term"
"HEY1",-6,-3.66076086238255,-5.3461622011767,-1.97535952358841,2.07075186910762e-05,3.56303781346535,0.613871408775284,18.1230893802333,2.07075186910762e-05,FALSE,328,"HIV","Term"
"SMOC1",-5,-6.15903956964841,-9.43134627750823,-2.8867328617886,0.000225149038086919,0.000406246259252885,0.99999997937329,13.6086224494677,0.000225149038086919,FALSE,329,"HIV","Term"
"MAGED4B",-6,-6.66671402879415,-10.2660500584255,-3.06737799916281,0.000283137764406726,0.000405734905092243,0.999999999823643,13.1787751141376,0.000283137764406726,FALSE,330,"HIV","Term"
"SNPH",-4,-7.77104063593166,-12.0772134172819,-3.46486785458138,0.000404690186098184,0.000209698426210217,0.999999192422441,12.5104127650633,0.000404690186098184,FALSE,332,"HIV","Term"
"SULF1",-2,-9.0211479809757,-14.1515610752798,-3.89073488667163,0.000568244255697694,0.0003195837211859,0.985737053460315,11.8772288694101,0.000568244255697693,FALSE,335,"HIV","Term"
"FCGBP",-4,-4.09877212047077,-6.13519421747851,-2.06235002346302,7.98391432383463e-05,4.77212376951684,0.44431873152833,15.5620973338705,7.98391432383463e-05,FALSE,336,"HIV","Term"
"IRX2",-3,-8.05020937933214,-12.5869038212379,-3.51351493742634,0.00050537884318833,5.3417245925611e-05,0.999973291733709,12.095713054876,0.00050537884318833,FALSE,337,"HIV","Term"
"SCUBE3",-2,-9.19363342250704,-14.4430461680878,-3.94422067692632,0.000597799768774615,2.95791897196535e-05,0.995660586288237,11.7828162648104,0.000597799768774615,FALSE,338,"HIV","Term"
"IL12RB1",6,2.14064399496703,1.34016027973112,2.94112771020294,1.59438616187328e-07,10.0759630314413,0.0731112585631072,27.4713545114375,1.59438616187328e-07,FALSE,339,"HIV","Term"
"HLA-DOA",6,3.59004250806555,1.84441901206222,5.33566600406888,5.55744814903908e-05,18.0439152977216,0.00289186710242889,16.2477865897853,5.55744814903909e-05,FALSE,340,"HIV","Term"
"PCDHGA3",-3,-8.57045757008436,-13.4614566223437,-3.67945851782507,0.000593803972347821,0.000211895248444674,0.999894057988029,11.7953014105414,0.000593803972347822,FALSE,341,"HIV","Term"
"UPK1B",-2,-9.51157563423498,-14.9886109678483,-4.03454030062169,0.000664725927408267,2.72723009954308e-05,0.995833235281663,11.585373193883,0.000664725927408268,FALSE,343,"HIV","Term"
"HOXA13",-2,-9.02883615429335,-14.2086552259273,-3.8490170826594,0.00063461272213999,0.00031566850937708,0.985824680939261,11.6716040312657,0.00063461272213999,FALSE,344,"HIV","Term"
"HLA-DQA1",6,2.78310473151588,1.54312730797088,4.02308215506089,1.08700589292717e-05,9.98068322567026,0.0757844322421153,19.3520833292921,1.08700589292717e-05,FALSE,345,"HIV","Term"
"AKR1C1",-4,-3.24900017613626,-4.79849265569865,-1.69950769657386,3.96202154509623e-05,1.15041701534863,0.764919229420086,16.8894966367044,3.96202154509624e-05,FALSE,346,"HIV","Term"
"GABRA3",-6,-4.80396689837835,-7.34968974702988,-2.25824404972681,0.000216794763126359,2.99419964071283,0.700880136349916,13.679617481277,0.00021679476312636,FALSE,347,"HIV","Term"
"PDE10A",-2,-9.35017980224127,-14.746398631647,-3.9539609728355,0.000683572283073959,1.2869526170049e-06,0.99909484855929,11.5333906060673,0.000683572283073957,FALSE,348,"HIV","Term"
"MAGEA10",-4,-6.77363671504793,-10.5714705170302,-2.97580291306566,0.000472821652771285,0.000268019322345277,0.9999988331016,12.2199118338208,0.000472821652771286,FALSE,349,"HIV","Term"
"SYT12",-2,-8.87112713284013,-13.9845223698455,-3.75773189583475,0.00067311386747177,0.000126257927966892,0.991034794443929,11.5620558609822,0.00067311386747177,FALSE,350,"HIV","Term"
"SPRR2G",-6,-4.14325063473724,-6.2883544823913,-1.99814678708319,0.000153304553452245,2.73455947462247,0.740827856831355,14.3311799551408,0.000153304553452245,FALSE,352,"HIV","Term"
"CR1L",6,2.57819500308005,1.43266092268503,3.72372908347507,1.02803697173762e-05,1.99156466532444,0.850310991273174,19.458603924609,1.02803697173762e-05,FALSE,353,"HIV","Term"
"LHX4",-4,-6.53127580244086,-10.2132094732528,-2.84934213162891,0.000507580965606353,0.000410052118358527,0.999997791873386,12.087606346686,0.000507580965606353,FALSE,357,"HIV","Term"
"ADGRB1",-6,-3.93872270033254,-5.98012517268447,-1.89732022798061,0.000155827575027287,3.15364523855982,0.676311901709303,14.3004505752217,0.000155827575027287,FALSE,358,"HIV","Term"
"SECTM1",6,2.00597223136878,1.20241507780323,2.80952938493434,9.94184048458162e-07,7.75980494252194,0.169979525510712,23.9393565016917,9.94184048458163e-07,FALSE,359,"HIV","Term"
"CPE",-2,-9.22192575922221,-14.5903321312468,-3.8535193871976,0.000760308323582593,1.36676869390931e-06,0.999067202284318,11.3357082266056,0.000760308323582593,FALSE,360,"HIV","Term"
"DDIT4",-6,-2.65365172936498,-3.88982543067502,-1.41747802805494,2.58339904169248e-05,1.95238022552767,0.855694141641545,17.7021098361899,2.58339904169248e-05,FALSE,361,"HIV","Term"
"GBP2",6,2.12557912362825,1.2257661737015,3.02539207355501,3.65813796877856e-06,6.71882984825297,0.242405033259647,21.4361237593424,3.65813796877856e-06,FALSE,362,"HIV","Term"
"ZNF853",-3,-7.54821858793696,-11.8974367821115,-3.19900039376243,0.000669962223168361,5.80861306029521e-05,0.999970957356444,11.5707824030033,0.000669962223168361,FALSE,364,"HIV","Term"
"VSNL1",-6,-5.96280263578979,-9.32711815678559,-2.59848711479399,0.000513189320997725,0.000484833297379163,0.999999999724733,12.0671194912678,0.000513189320997725,FALSE,365,"HIV","Term"
"MRO",-6,-2.72399959919769,-4.02552300035698,-1.4224761980384,4.09468971728484e-05,4.62098024220551,0.463861636814326,16.82698465228,4.09468971728484e-05,FALSE,366,"HIV","Term"
"ITM2A",-2,-9.11385490759977,-14.4503103165322,-3.77739949866735,0.000815967686741807,2.8517943893777e-05,0.995739141592439,11.2045555227456,0.000815967686741806,FALSE,367,"HIV","Term"
"PGAP4",-4,-7.19595605702779,-11.3524731654574,-3.03943894859823,0.000690859831407245,0.000224419413305127,0.999999105912132,11.5136770172978,0.000690859831407246,FALSE,370,"HIV","Term"
"CLTRN",-3,-6.28593188791014,-9.88456869910599,-2.68729507671429,0.000618033787342629,0.000384000762388406,0.999808018049699,11.7208602412491,0.000618033787342628,FALSE,372,"HIV","Term"
"PRICKLE1",-2,-8.70377674037492,-13.8077411587889,-3.59981232196095,0.000830808341937798,1.45859494211002e-06,0.999036376666662,11.1711116076105,0.000830808341937798,FALSE,373,"HIV","Term"
"RFTN2",-6,-3.99753004957984,-6.156931585479,-1.83812851368069,0.000285263791358986,7.9309547203156,0.160082124817958,13.1647569121785,0.000285263791358987,FALSE,374,"HIV","Term"
"DEPTOR",-6,-3.01865669867732,-4.55674236527607,-1.48057103207858,0.000119749810093026,1.70810207847286,0.887877458622254,14.7966220958955,0.000119749810093026,FALSE,375,"HIV","Term"
"PLAAT4",4,3.10338099002117,1.50491278583165,4.70184919421069,0.000141681145799001,12.2648685485625,0.0313332951084892,14.4796601637509,0.000141681145799001,FALSE,377,"HIV","Term"
"CSH2",-2,-7.35026235191386,-11.6488144666337,-3.05171023719407,0.000803985377741685,0.000170559194148027,0.989580058425473,11.2320097141667,0.000803985377741685,FALSE,379,"HIV","Term"
"FAM124B",-5,-7.41867223859134,-11.7653937242481,-3.07195075293458,0.00082245242534449,0.000224608547044328,0.999999993694347,11.1898669466824,0.00082245242534449,FALSE,382,"HIV","Term"
"TTN",-6,-4.68381806862338,-7.32333845036366,-2.0442976868831,0.000505267867879682,0.769875869070873,0.978914833793171,12.0961225331688,0.000505267867879682,FALSE,383,"HIV","Term"
"AIM2",6,2.07412803268367,1.10758657704581,3.04066948832154,2.59998171732548e-05,2.6228870950006,0.757884855882563,17.689938885381,2.59998171732548e-05,FALSE,384,"HIV","Term"
"COL9A3",-5,-6.6474802183834,-10.5238909266242,-2.77106951014258,0.000776459264047062,0.000351047364236838,0.999999984597521,11.2966772268592,0.000776459264047064,FALSE,385,"HIV","Term"
"TCN1",-6,-4.25563799082464,-6.62816420602909,-1.88311177562018,0.000438730822707748,2.07128431717133,0.839196189011149,12.3595738505178,0.000438730822707748,FALSE,386,"HIV","Term"
"PRKCH",-6,-2.63884815922011,-3.98042959374005,-1.29726672470016,0.000115641183657311,5.05413437451671,0.409309372494749,14.8624670747358,0.000115641183657311,FALSE,388,"HIV","Term"
"APOBEC3A",6,2.44746303647223,1.22899829490029,3.66592777804417,8.25507002076978e-05,4.00408973334163,0.548827278906581,15.4989590823327,8.25507002076978e-05,FALSE,389,"HIV","Term"
"TFAP2A",-6,-3.44938766303949,-5.31974932671833,-1.57902599936064,0.000300770528955608,4.56273345881494,0.471534045000125,13.0655894921311,0.000300770528955607,FALSE,391,"HIV","Term"
"FRY",-6,-2.7140090680928,-4.11277942643728,-1.31523870974833,0.000143021907236094,2.55615173002744,0.768015780646744,14.4619191689177,0.000143021907236094,FALSE,392,"HIV","Term"
"FAT2",-2,-8.31229433619888,-13.2444055760338,-3.38018309636398,0.000955848912128368,0.000140781057055643,0.99053322658731,10.9111941064448,0.000955848912128368,FALSE,393,"HIV","Term"
"CIITA",4,2.74421825446746,1.31781278809289,4.17062372084203,0.000162780282826785,7.58098478721289,0.180890553080337,14.2182940238654,0.000162780282826785,FALSE,394,"HIV","Term"
"PRUNE2",-6,-3.79491588652007,-5.90071205525829,-1.68911971778185,0.000412261711064568,3.92583033028822,0.5601433195197,12.4757834615568,0.000412261711064569,FALSE,395,"HIV","Term"
"HLA-DMA",6,2.2442619217017,1.136515727381,3.35200811602239,7.16224791570885e-05,9.93528279585347,0.0770898854180857,15.7674960336336,7.16224791570885e-05,FALSE,396,"HIV","Term"
"ARG2",-6,-2.06493516809087,-3.05926402304254,-1.07060631313921,4.69563200989835e-05,9.13459050011395,0.103814724693863,16.5671932628914,4.69563200989836e-05,FALSE,397,"HIV","Term"
"MARVELD3",-4,-6.60634588060507,-10.4918829596328,-2.72080880157732,0.000860975216578775,0.000350577410741175,0.999998254382751,11.1049519104021,0.000860975216578774,FALSE,398,"HIV","Term"
"SMIM10L2B",-4,-5.76564854549846,-9.1270379909869,-2.40425910001002,0.000774241381310226,0.000456818210576188,0.999997403583252,11.3019881948342,0.000774241381310225,FALSE,399,"HIV","Term"
"KCNS2",-3,-7.60684591820073,-12.1252288796961,-3.08846295670534,0.00096800768432956,0.00028196962288291,0.99985902512645,10.887780233501,0.000968007684329562,FALSE,403,"HIV","Term"
"RGMA",-4,-2.3003065947456,-3.46485410449361,-1.13575908499759,0.000108178178786929,5.71477978865383,0.334968559717179,14.988328707472,0.000108178178786929,FALSE,404,"HIV","Term"
"MAPK10",-2,-8.09971929359774,-12.9298493739581,-3.26958921323734,0.00101371030351367,9.19158500515467e-08,0.999758100339513,10.8023554708624,0.00101371030351367,FALSE,406,"HIV","Term"
"MCF2L",-5,-2.69154699375139,-4.12022785427987,-1.26286613322292,0.000222102471805056,5.29907814091002,0.257963237918242,13.6342000646078,0.000222102471805056,FALSE,408,"HIV","Term"
"ANKRD22",4,2.92373284155536,1.34357194314028,4.50389373997045,0.000287318680283848,6.17351270468852,0.289699696656562,13.1513075034632,0.000287318680283847,FALSE,409,"HIV","Term"
"APOL3",6,2.11002638923083,1.05691592336726,3.16313685509439,8.6008271168525e-05,6.96739855151095,0.223076233124195,15.4214105141021,8.6008271168525e-05,FALSE,410,"HIV","Term"
"SLC29A2",-6,-2.17645983725667,-3.27792425720957,-1.07499541730377,0.000107579491381713,2.18503453200519,0.822994674945529,14.9988012759861,0.000107579491381713,FALSE,412,"HIV","Term"
"LYPD5",4,2.06983471613097,1.0349363719959,3.10473306026604,8.85489726864796e-05,17.8015910747858,0.0032056256034515,15.3663999133191,8.85489726864795e-05,FALSE,413,"HIV","Term"
"VAMP5",6,2.00411430581995,1.0089050116811,2.99932359995879,7.91695050662591e-05,6.46647176320287,0.263436326219303,15.5780219679015,7.91695050662591e-05,FALSE,415,"HIV","Term"
"NACAD",-2,-8.1722200848453,-13.0687185242775,-3.27572164541314,0.00107105189390129,5.07878272303556e-05,0.994313877626139,10.7005240946986,0.00107105189390129,FALSE,417,"HIV","Term"
"CCL8",6,2.19762126283732,1.07410030342434,3.32114222225031,0.000126222663854829,3.98469456691109,0.551621666226397,14.6973664148101,0.000126222663854829,FALSE,420,"HIV","Term"
"DNAAF11",-6,-2.13716077523239,-3.22667602195207,-1.04764552851272,0.000120745698942132,2.75114627003137,0.738285414256493,14.7810044275733,0.000120745698942131,FALSE,421,"HIV","Term"
"TPPP",-6,-3.42541492907303,-5.34874309008498,-1.50208676806108,0.000481824117641643,2.02927206896993,0.845080044340753,12.1847261635207,0.000481824117641643,FALSE,422,"HIV","Term"
"GRIA3",-3,-7.78958117056121,-12.4611550910914,-3.118007250031,0.00108261636121081,0.000268797835844221,0.999865610113208,10.6806564481821,0.00108261636121081,FALSE,424,"HIV","Term"
"GPR183",-6,-2.03929178019537,-3.08170416717187,-0.996879393218872,0.000125914210233552,0.701983474582334,0.98285964008172,14.701978813914,0.000125914210233552,FALSE,427,"HIV","Term"
"KCNK5",-2,-7.72795545013348,-12.3716459988228,-3.08426490144418,0.00110730389469576,5.69040484996583e-05,0.993981233077131,10.6389522472714,0.00110730389469576,FALSE,428,"HIV","Term"
"CNTFR",-4,-7.41677116795915,-11.8728205560736,-2.96072177984473,0.00110544110523444,0.000220208703574401,0.999999130955858,10.6420660569389,0.00110544110523444,FALSE,434,"HIV","Term"
"HLA-DRB5",6,2.33059898815879,1.09192938250848,3.56926859380911,0.000226255643515166,7.71993516047258,0.172360987894575,13.5994181361753,0.000226255643515166,FALSE,435,"HIV","Term"
"DUOXA1",-4,-7.06403357800008,-11.303863837118,-2.8242033188822,0.00109263208155643,0.000301622631135269,0.999998606922123,10.6636222424465,0.00109263208155643,FALSE,436,"HIV","Term"
"AKAP6",-6,-2.1911813848314,-3.3472351891764,-1.03512758048639,0.000203275502734993,3.14035480264158,0.678357452659934,13.8005611897331,0.000203275502734993,FALSE,440,"HIV","Term"
"NPY1R",-5,-6.24286499520282,-9.98205232400997,-2.50367766639568,0.0010667148767239,0.000311895271225729,0.999999987841432,10.7080310492993,0.0010667148767239,FALSE,441,"HIV","Term"
"GPRC5B",-6,-3.07447150565131,-4.8114571803005,-1.33748583100212,0.000522119531751242,1.58195410848148,0.903422968463817,12.0349600578885,0.000522119531751242,FALSE,442,"HIV","Term"
"CSH1",-4,-3.00769256864857,-4.70513446086202,-1.31025067643512,0.000514953994552781,5.48436656402453,0.359663189449701,12.0607200036977,0.000514953994552782,FALSE,443,"HIV","Term"
"TJP3",-4,-5.82291156160101,-9.31290783596937,-2.33291528723265,0.00107502923041711,0.000447957904576334,0.99999747874803,10.6936666912941,0.00107502923041711,FALSE,445,"HIV","Term"
"MYZAP",-6,-2.37421032848529,-3.68349445092672,-1.06492620604386,0.000379230873564,3.90768584771557,0.562782139775623,12.631844169249,0.000379230873564,FALSE,448,"HIV","Term"
"FHOD3",-3,-7.02584264988661,-11.2749066494717,-2.77677865030156,0.00119191635216051,5.18839298695413e-05,0.999974058371555,10.5028333694954,0.00119191635216052,FALSE,450,"HIV","Term"
"CXCL11",6,2.93640975912599,1.25586976918653,4.61694974906545,0.000615597178160875,11.4416340377311,0.0432936806188544,11.7282117078608,0.000615597178160877,FALSE,452,"HIV","Term"
"TMEM40",-3,-7.04833950554148,-11.3235746217715,-2.77310438931147,0.00123236158051223,4.17653511695819e-05,0.999979117542457,10.4411853359417,0.00123236158051223,FALSE,455,"HIV","Term"
"ST6GALNAC3",-6,-2.18666256627589,-3.39156723007297,-0.981757902478823,0.000375192365332806,1.48983693731151,0.914239641097019,12.6518592496316,0.000375192365332806,FALSE,456,"HIV","Term"
"TBC1D3B",-6,-3.15019278778555,-4.97775914665696,-1.32262642891414,0.000729068807931962,1.33743269906387,0.931033158290251,11.4136391395738,0.000729068807931963,FALSE,457,"HIV","Term"
"SUGCT",-6,-3.54673279278716,-5.63094867961834,-1.46251690595598,0.000852098783359449,3.35133295838403,0.645992263768589,11.1241726069376,0.000852098783359449,FALSE,460,"HIV","Term"
"AFAP1L1",-6,-2.59774195168328,-4.07953734746468,-1.11594655590188,0.00059032437632732,3.0342346937518,0.694707690367061,11.8062429504259,0.00059032437632732,FALSE,464,"HIV","Term"
"KLF15",-6,-2.60151446993261,-4.0901378654535,-1.11289107441172,0.000614283480343973,1.92247571287565,0.859764676703288,11.7321874526872,0.000614283480343972,FALSE,468,"HIV","Term"
"B3GNT3",-3,-8.00429057095089,-12.8909603883748,-3.11762075352698,0.00132554488946483,3.85488200208213e-05,0.99998072577574,10.3066109497365,0.00132554488946483,FALSE,469,"HIV","Term"
"LAMC1",-6,-2.43848042746234,-3.82420816370377,-1.05275269122092,0.000562728579253241,0.326033679707318,0.997124592707218,11.8953961733361,0.00056272857925324,FALSE,471,"HIV","Term"
"GHR",-2,-8.63387104550076,-13.9229757458507,-3.34476634515078,0.00137703591521778,1.32982548198873e-06,0.999079895212294,10.2362991472534,0.00137703591521778,FALSE,476,"HIV","Term"
"HOXD8",-3,-6.4803020107731,-10.4326737714383,-2.52793025010788,0.00131103319723342,0.000447609967926039,0.999776220058504,10.3269268214347,0.00131103319723342,FALSE,477,"HIV","Term"
"OCLN",-6,-2.86173677854597,-4.53853221502116,-1.18494134207078,0.000822789816453854,2.96358942866643,0.705599421785781,11.1891059289961,0.000822789816453855,FALSE,482,"HIV","Term"
"FNDC5",-6,-4.09391349202758,-6.55568646869087,-1.63214051536429,0.00111644909250007,2.59229264045311,0.762535957918455,10.6237417441128,0.00111644909250007,FALSE,483,"HIV","Term"
"FAM124A",-6,-3.81932114602357,-6.11035227082788,-1.52829002121926,0.00108537393383521,5.86735949086331,0.319340157534348,10.6759506634313,0.00108537393383521,FALSE,486,"HIV","Term"
"ZNF704",-6,-2.60510604805632,-4.12391037873121,-1.08630171738143,0.0007743662587316,0.346070061278518,0.996685796887002,11.3016887537088,0.000774366258731601,FALSE,488,"HIV","Term"
"CDSN",-2,-7.3634096452562,-11.8799983817562,-2.84682090875618,0.00139668229408604,6.07425446585945e-05,0.993781549871937,10.21017090943,0.00139668229408604,FALSE,489,"HIV","Term"
"LEP",-6,-3.16819312371796,-5.0500361563098,-1.28635009112613,0.000967832926645522,4.63016511619995,0.462658874332456,10.8881146494399,0.000967832926645521,FALSE,492,"HIV","Term"
"KCNH3",-6,-3.20041601088137,-5.10532910542626,-1.29550291633649,0.000991575536639341,3.83610907078567,0.573245393791159,10.8432311638114,0.000991575536639341,FALSE,494,"HIV","Term"
"PRR16",-4,-3.96611330803302,-6.36709529011985,-1.5651313259462,0.00120536171217062,3.13397826571934,0.371426080964387,10.4821076363636,0.00120536171217062,FALSE,501,"HIV","Term"
"SAMD14",-6,-2.46390823003964,-3.91252723501132,-1.01528922506796,0.000857181318484972,2.34554762536385,0.799554569734621,11.1131424512493,0.000857181318484972,FALSE,505,"HIV","Term"
"NRCAM",-6,-2.49486472406416,-3.96545270549148,-1.02427674263684,0.000883883557978868,6.08918822583544,0.297637020634661,11.0562579409341,0.000883883557978869,FALSE,506,"HIV","Term"
"HR",-6,-2.58621946918322,-4.12135264847319,-1.05108628989324,0.000960232082804658,2.35659083616796,0.797920564111732,10.9027189985161,0.000960232082804658,FALSE,511,"HIV","Term"
"DUOX1",-3,-7.96189913776091,-12.8816277371581,-3.04217053836373,0.00151429415507221,0.000302030804722058,0.999848995999891,10.0611409851903,0.00151429415507221,FALSE,514,"HIV","Term"
"RGS16",-4,-2.29021241421641,-3.63795469647926,-0.942470131953569,0.000866721032164407,3.01117662917349,0.698262625474852,11.0926166342738,0.000866721032164407,FALSE,515,"HIV","Term"
"REPS2",-6,-2.28119211121462,-3.62451739380237,-0.937866828626875,0.000873625787242069,0.941320766433751,0.967158460469468,11.0779022036834,0.000873625787242067,FALSE,517,"HIV","Term"
"GPRC5C",-6,-2.80814361287675,-4.49143690109442,-1.12485032465908,0.00107662439811734,0.362262479752158,0.99630559474407,10.6909236388923,0.00107662439811734,FALSE,519,"HIV","Term"
"NAALADL2",-5,-4.23412946671346,-6.82344071276323,-1.64481822066369,0.00135062713087825,0.963000339315674,0.915353483898627,10.2720218239749,0.00135062713087825,FALSE,520,"HIV","Term"
"CYP2E1",-6,-2.84215295391187,-4.55302850453577,-1.13127740328797,0.00113015470928816,1.40174794123464,0.924121971336796,10.601180635026,0.00113015470928816,FALSE,526,"HIV","Term"
"EGR3",-6,-2.16265007378728,-3.43990514154095,-0.8853950060336,0.000904654617103271,3.2899228986556,0.655384831551784,11.013197355142,0.000904654617103271,FALSE,531,"HIV","Term"
"TMEM253",-6,-3.09299840609968,-4.9682718087836,-1.21772500341576,0.00122633325849518,2.2463438181371,0.81411434952067,10.4502429330144,0.00122633325849518,FALSE,532,"HIV","Term"
"CAMK4",-6,-3.4491070249528,-5.5511353419695,-1.34707870793611,0.00129990297674616,2.35167196442527,0.798648691071016,10.3426635891876,0.00129990297674615,FALSE,533,"HIV","Term"
"LOC105369669",-6,-3.14432159062379,-5.05408785700758,-1.23455532424001,0.0012510889136804,2.77347609541021,0.734859685042091,10.4133307335013,0.0012510889136804,FALSE,534,"HIV","Term"
"KLHL38",-6,-2.25958442526987,-3.60208599229489,-0.917082858244845,0.000970836268914108,1.25577926768079,0.939415498545379,10.8823759342081,0.000970836268914109,FALSE,535,"HIV","Term"
"ETNK2",-6,-3.18703824780666,-5.12538198511549,-1.24869451049784,0.00127038841846493,1.79688644554188,0.87647471576772,10.3850631609145,0.00127038841846493,FALSE,537,"HIV","Term"
"ABTB2",-6,-2.49700308794568,-3.99395609056394,-1.00005008532742,0.00107801791275618,2.75961460578018,0.73698663386867,10.6885307115543,0.00107801791275618,FALSE,538,"HIV","Term"
"A4GALT",-4,-2.48940032496484,-3.98523083586206,-0.993569814067627,0.00110698078783307,6.32242391833234,0.276097562660994,10.6394919676039,0.00110698078783307,FALSE,540,"HIV","Term"
"CTSF",-4,-2.25039411516985,-3.59362772823915,-0.907160502100563,0.00102476870435114,4.42432314881252,0.490072136407047,10.7822710933201,0.00102476870435114,FALSE,541,"HIV","Term"
"FAM227A",-6,-2.69984118651455,-4.33775701144443,-1.06192536158467,0.00123493586896278,3.41700766545814,0.635980927364491,10.4373311026314,0.00123493586896278,FALSE,544,"HIV","Term"
"TNFRSF25",-6,-2.76165208082506,-4.44048495306122,-1.0828192085889,0.00126365700118447,3.09972970791634,0.684613654521957,10.3948728650504,0.00126365700118447,FALSE,546,"HIV","Term"
"RASSF6",-6,-6.47763240200398,-10.5028865989845,-2.45237820502348,0.00161011460108424,0.000341617920410541,0.999999999885278,9.94814613722997,0.00161011460108424,FALSE,547,"HIV","Term"
"RRAS2",-6,-2.3934488852624,-3.83718784307978,-0.949709927445016,0.00115708382931438,2.82174023817423,0.727444998080657,10.5576471917717,0.00115708382931438,FALSE,548,"HIV","Term"
"IP6K3",-2,-8.66809031267958,-14.0714681880254,-3.26471243733379,0.00166557995368054,0.000117225545549296,0.991361413072936,9.88581221977307,0.00166557995368054,FALSE,551,"HIV","Term"
"ITGB8",-4,-2.74086502521896,-4.4119936381252,-1.06973641231271,0.00130630029246991,7.02280796289475,0.218949570190355,10.3336019799763,0.00130630029246991,FALSE,552,"HIV","Term"
"ANKRD20A1",-3,-6.9454838744386,-11.2718265008541,-2.61914124802309,0.00165229271890594,4.08243488195893e-05,0.999979588033917,9.90055123409592,0.00165229271890594,FALSE,554,"HIV","Term"
"TACC2",-6,-2.88260706601113,-4.65153725664281,-1.11367687537946,0.00140359262051975,5.45052252924916,0.363401772571988,10.2010690535186,0.00140359262051974,FALSE,561,"HIV","Term"
"CSMD1",-2,-8.2688210535016,-13.4329940999329,-3.10464800707025,0.00169945768954738,0.000116108634103621,0.991402663698109,9.84876546913139,0.00169945768954738,FALSE,562,"HIV","Term"
"LIPE",-2,-7.8620949708046,-12.7842555856877,-2.9399343559215,0.00174436687398221,1.82812055150977e-08,0.99989211961799,9.80079242437143,0.00174436687398221,FALSE,574,"HIV","Term"
"CX3CR1",-6,-2.69864769239458,-4.36138158863297,-1.03591379615618,0.00146738455269682,1.98678196334096,0.850970966206315,10.1191274034319,0.00146738455269681,FALSE,579,"HIV","Term"
"ADAMTS14",-6,-2.30350379587866,-3.72013550687698,-0.886872084880346,0.00143764067441292,3.09381228455161,0.685525307831379,10.1568754810776,0.00143764067441292,FALSE,586,"HIV","Term"
"HTR2B",-6,-2.46873513398694,-3.99290948774282,-0.944560780231052,0.00150047234928898,12.1507212063476,0.032779909009866,10.0780353659898,0.00150047234928897,FALSE,589,"HIV","Term"
"PLCH2",-4,-5.99617060010432,-9.75638128879454,-2.2359599114141,0.00177544817944295,0.000372301167198983,0.999998089654598,9.76831788580577,0.00177544817944295,FALSE,591,"HIV","Term"
"ST6GAL2",-3,-7.39824557601983,-12.0449380228835,-2.75155312915615,0.00180505899290337,0.000339080388997294,0.999830474176628,9.73791122848154,0.00180505899290337,FALSE,593,"HIV","Term"
"NWD2",-5,-2.84884220476936,-4.62980052605225,-1.06788388348648,0.00171747637696303,2.55069552844172,0.635581557833339,9.82936493151821,0.00171747637696303,FALSE,613,"HIV","Term"
"CCM2L",-4,-3.19117851228086,-5.19073946553156,-1.19161755903017,0.00176009677571195,8.22684203062917,0.144169091876207,9.78428479128325,0.00176009677571195,FALSE,615,"HIV","Term"
