Symbol,log2FoldChange,padj,Direction,Comparison,ndeg,ddeg,idx,degvcount,virus.x,gestation.x,signcon,randomSummary,randomP,rank,virus.y,gestation.y,Shared_2,Shared
LTBP3,-2.33655753255624,0.0497620866178462,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
LTBP4,-3.19983009041661,0.00711072625697842,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
LTK,-6.12759196384049,0.000120318503354139,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
LUM,-5.00262177254009,0.00115751169625454,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
LURAP1L,-7.23656847727927,0.000174665681403206,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-22.2017822699961,1.94729292001692E-05,234,HIV,Term,FALSE,FALSE
LVRN,-5.35226442485512,0.0010658404483558,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
LY6D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.82375384834587,0.0268990321725451,2052,HIV,Term,FALSE,FALSE
LYPD3,-3.74609654233214,0.00589306353912565,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
LYPD5,2.42477096891508,0.00182310870087445,Upregulated,HIV_T_vs_NT_T,5,5,25,2.Up-regulated,HIV,Term,4,2.06983471613097,8.85489726864796E-05,413,HIV,Term,TRUE,TRUE
LYPD6,-5.66866431255228,0.0047396475729497,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-22.2380304334758,7.54457658110008E-07,194,HIV,Term,FALSE,FALSE
LYVE1,-5.60442910112858,9.46692529662647E-06,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
LZTS1,-6.79631772148073,0.00575955626535785,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-22.712045803178,1.62847659527377E-13,41,HIV,Term,FALSE,FALSE
MAB21L4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.5558211704459,0.036657012013424,2407,HIV,Term,FALSE,FALSE
MACROD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.74171956440864,0.0362620463586528,2395,HIV,Term,FALSE,FALSE
MAFA,-3.18593447787864,0.0498763294663533,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MAG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.64886862992172,0.0156568831643149,1620,HIV,Term,FALSE,FALSE
MAGEA10,-5.36198677421645,0.0424599146066861,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-4,-6.77363671504793,0.000472821652771285,349,HIV,Term,FALSE,FALSE
MAGED1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-2.13398775384355,0.00343634725523272,869,HIV,Term,FALSE,FALSE
MAGED4B,-6.69189391982063,0.00569845296779374,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-6,-6.66671402879415,0.000283137764406726,330,HIV,Term,FALSE,FALSE
MAGEL2,-7.53907039348091,0.00849021426807038,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MAL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-7.58511941635204,0.00264862899631685,797,HIV,Term,FALSE,FALSE
MAMDC2,-5.48623753441949,0.000520817616006721,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MAMSTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-7.1973950823344,0.0136932350158937,1530,HIV,Term,FALSE,FALSE
MANSC1,-2.55174193553506,0.0253878977329965,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MAOB,-5.04988770481243,0.00130331612984166,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MAP1B,-3.71011079733382,0.0374829603096296,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MAP6,-6.16391753350352,0.00188677735141919,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-8.6113167325458,0.000306847063951502,310,HIV,Term,FALSE,FALSE
MAP9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-20.0102519575726,2.9443655329424E-14,86,HIV,Term,FALSE,FALSE
MAPK10,-5.03182442730253,0.00189982161104391,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-8.09971929359774,0.00101371030351367,406,HIV,Term,FALSE,FALSE
MAPT,-7.63724756487303,9.23774424361606E-07,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MARVELD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-6.60634588060507,0.000860975216578775,398,HIV,Term,FALSE,FALSE
MATN1,-4.70997672814495,0.0417714580566022,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MATN2,-8.05393104242088,6.60146858941175E-06,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MATN3,-5.81576474389438,0.00335878223603762,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.42518597785502,0.0424199311001104,2593,HIV,Term,FALSE,FALSE
MC1R,-2.0784998433693,0.0406906750470688,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MCAM,-7.13940514662699,9.21947752526767E-06,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MCF2L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-2.69154699375139,0.000222102471805056,408,HIV,Term,FALSE,FALSE
MCTP2,-3.49061498750763,0.00462063381306491,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MDFI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-8.192654954022,0.0277372824982609,2086,HIV,Term,FALSE,FALSE
MECOM,-9.54692339064191,0.00150897996706465,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MEGF10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-7.08100983478405,0.00603806203594452,1091,HIV,Term,FALSE,FALSE
MEGF6,-2.38943517261717,0.00782637825848076,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MEIS1,-3.57797020115028,0.00664795302972615,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MEOX2,-23.482428122937,9.17164503780508E-09,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MEST,-5.69930911532695,0.000149906469838503,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MFAP2,-5.20606494495995,0.00404026719653615,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-10.0168633260755,0.00838367403290234,1253,HIV,Term,FALSE,FALSE
MFAP4,-5.29254537252712,0.000969336723676404,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MFAP5,-4.55180519642093,0.000691966248080089,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MFGE8,-3.92772512755891,0.00592116527895319,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MFRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.58475424236343,0.00673489359954642,1143,HIV,Term,FALSE,FALSE
MFSD2B,-5.12536549282756,0.0052875691946892,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MFSD4A,-7.72476305601147,0.000685884392113659,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-5,-8.18063584640704,1.11680780669106E-05,263,HIV,Term,TRUE,TRUE
MGAT3,-4.84196399852807,0.00267568738525556,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MGAT5B,-4.54828160309806,0.0476402362113127,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-6.69622278184951,0.00728597932418863,1176,HIV,Term,FALSE,FALSE
MGP,-5.87049794061252,0.000285467284202198,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MID2,-3.74206077811363,0.0403900162069392,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MINDY4,-3.07868930516736,0.0148785575214927,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MISP,-4.49158214862305,0.0145373490359801,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-8.24714050046232,0.0311608134286486,2217,HIV,Term,FALSE,FALSE
MKRN3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.49732036220506,0.0108498205491394,1392,HIV,Term,FALSE,FALSE
MMP11,-5.23480933006561,0.00869741890091833,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-23.0098482669675,2.99462055600385E-06,201,HIV,Term,FALSE,FALSE
MMP15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.56267194252961,0.00550271529119867,1035,HIV,Term,FALSE,FALSE
MMP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-2.36873807815651,0.00188694102038449,657,HIV,Term,FALSE,FALSE
MMP23B,-4.97734110619699,0.00109310808270482,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MMP27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.44531531195815,0.040092629132166,2516,HIV,Term,FALSE,FALSE
MMP28,-20.7765812204902,7.2606664852702E-13,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MMRN1,-10.1149124461191,0.000454479104665675,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-23.1531655842443,3.86166304662602E-18,6,HIV,Term,TRUE,TRUE
MMRN2,-9.87602485419107,1.30426024282033E-05,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-24.2363508934512,1.30203841133555E-10,73,HIV,Term,FALSE,FALSE
MORC4,-3.89601393217479,0.0217942856503291,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MOXD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-7.53421481500682,0.0144024410472063,1554,HIV,Term,FALSE,FALSE
MPDZ,-4.79399144966596,0.00113472501036714,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MPP7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-6.89488954804428,0.0395242518773008,2506,HIV,Term,FALSE,FALSE
MRAP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.30491227329632,0.048101487741368,2752,HIV,Term,FALSE,FALSE
MRGPRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-5.76758472780643,0.0151878688972497,1598,HIV,Term,FALSE,FALSE
MRGPRF,-4.5419219400922,0.0208954894916944,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MRO,-2.22496833990445,0.0445907863600452,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-6,-2.72399959919769,4.09468971728484E-05,366,HIV,Term,FALSE,FALSE
MS4A2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-6.6611511910508,0.00766285968305019,1202,HIV,Term,FALSE,FALSE
MSI1,-5.69782192503118,0.00513402230978287,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-6,-5.66748743769856,0.00443362837868545,952,HIV,Term,FALSE,FALSE
MSI2,-2.30373983132246,0.0284853598756065,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MSRB3,-4.66772598592503,0.00499998182237608,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MSTN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.26957760438868,0.0452278961727145,2670,HIV,Term,FALSE,FALSE
MSX1,-5.41213282747288,0.000766041108009476,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MSX2,-3.83620591629493,0.0379318541848681,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-7.54369760000735,0.00536536121477298,1021,HIV,Term,FALSE,FALSE
MTARC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-7.4647927538791,0.0174333441498395,1693,HIV,Term,FALSE,FALSE
MTARC2,-4.23173722210468,0.0217743300346172,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MTMR11,-3.92560868992656,0.0180346443320223,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MUC15,-19.5267896908044,1.29325998447221E-15,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MUC16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.79501303143447,0.00596624802912899,1080,HIV,Term,FALSE,FALSE
MXRA7,-2.57484377948685,0.0274540565440012,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-4,-2.69208530319577,0.0169845344220421,1679,HIV,Term,FALSE,FALSE
MXRA8,-4.40911880064288,0.00923377636286467,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MYCN,-5.2508120307782,0.0274853031162829,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MYCT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-20.8104498428965,9.96752453102924E-16,45,HIV,Term,FALSE,FALSE
MYH10,-4.71582640175978,0.00621479226021626,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MYH11,-9.68493975902851,1.28182841816822E-06,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-25.5835621248177,1.16723118638763E-11,29,HIV,Term,FALSE,FALSE
MYH14,-3.43250792807926,0.0450153511029733,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-7.22021804294094,0.0075386118791117,1195,HIV,Term,FALSE,FALSE
MYH15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.35770764511881,0.0456858415030063,2690,HIV,Term,FALSE,FALSE
MYL4,-6.83168113104344,0.00679354825590246,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-19.2862849691763,9.55917351627931E-14,107,HIV,Term,TRUE,TRUE
MYL9,-3.48626408540624,0.0284968740547489,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MYLIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-2.19534936455456,0.00577230669899166,1064,HIV,Term,FALSE,FALSE
MYLK,-3.26796067202336,0.0113561980428305,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MYO16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.53795536963049,0.00979919050674939,1342,HIV,Term,FALSE,FALSE
MYO5B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-3.319242526092,0.0431963468742109,2620,HIV,Term,FALSE,FALSE
MYZAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.37421032848529,0.000379230873564,448,HIV,Term,FALSE,FALSE
NAALAD2,-3.16386218745989,0.0411935864188661,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NAALADL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-4.23412946671346,0.00135062713087825,520,HIV,Term,FALSE,FALSE
NACAD,-4.71043841825388,0.00635756479474745,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-8.1722200848453,0.00107105189390129,417,HIV,Term,FALSE,FALSE
NALCN,-7.42771731223505,0.0202135911002808,Downregulated,HIV_T_vs_NT_T,5,-5,-25,0.Down-regulated,HIV,Term,-5,-20.7212744017234,4.76058195934288E-19,21,HIV,Term,TRUE,TRUE
NALF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-20.0954580515212,7.96393811967258E-15,72,HIV,Term,FALSE,FALSE
NAP1L3,-5.51481224772251,0.00632547787471269,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-8.32838719417166,0.00330503435217363,858,HIV,Term,FALSE,FALSE
NCKAP1,-3.02320929380294,0.0467088728025267,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NCMAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.72085285252995,0.0303428756175503,2184,HIV,Term,FALSE,FALSE
NDNF,-8.20680979253651,0.000645450345753225,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-22.6422606709733,1.92343462342577E-09,127,HIV,Term,FALSE,FALSE
NDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-11.0817558786708,0.00216008710342176,695,HIV,Term,FALSE,FALSE
NDST3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.19715179290771,0.0256727055025575,2015,HIV,Term,FALSE,FALSE
NDUFA4L2,-7.57075974607807,2.62390918077335E-05,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NEBL,-6.66466964871915,0.00442765312480543,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-20.2599647546046,5.25135508943009E-15,63,HIV,Term,TRUE,TRUE
NECAB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.96815795938313,0.0226384829032958,1907,HIV,Term,FALSE,FALSE
NEDD9,-2.669883109807,0.0186248080973195,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NEGR1,-4.99964368504124,0.00207082623501412,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-8.46810150989155,0.0383382394938624,2459,HIV,Term,FALSE,FALSE
NET1,-2.31055058649305,0.0424599146066861,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NEURL1B,-5.47188505518832,0.00595205507819887,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-21.9268004354391,3.9331845292329E-05,244,HIV,Term,FALSE,FALSE
NFASC,-5.64656721278375,0.00101785502106025,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NFATC4,-6.47001591947939,0.00029295709409412,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-24.0288090365864,1.80140949881851E-07,166,HIV,Term,FALSE,FALSE
NFIB,-6.12678067566252,0.000826549178477142,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-22.0906132470699,9.81306443538028E-06,221,HIV,Term,FALSE,FALSE
NFKBIZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-2.25430778020149,0.00883876659268259,1281,HIV,Term,FALSE,FALSE
NGFR,-8.21693176478907,7.70303494967276E-05,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-23.6039134888233,9.60292170625249E-06,210,HIV,Term,FALSE,FALSE
NID1,-4.7657476329964,0.00269652790033292,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NID2,-5.32984093474624,0.00105916949400736,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NIPAL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-2.35703450571358,0.00827278020117441,1245,HIV,Term,FALSE,FALSE
NKAIN4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-5.92272030248003,0.0145172008158987,1561,HIV,Term,FALSE,FALSE
NKD1,-4.47831231561828,0.00136194283831322,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NKD2,-5.4283761414904,0.00431092485725467,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-20.428284417826,3.27353488261343E-06,214,HIV,Term,FALSE,FALSE
NLGN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-6.866543217985,0.0177683056638395,1707,HIV,Term,FALSE,FALSE
NLGN2,-4.51119040618243,0.00292385990011305,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NLGN4X,-4.70852822471861,0.00736305903256141,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NLRC5,NA,NA,NA,NA,5,5,25,2.Up-regulated,HIV,Term,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NME5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.48144979874776,0.0161231113306601,1642,HIV,Term,FALSE,FALSE
NMNAT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-7.43912458809495,0.0483219929037691,2756,HIV,Term,FALSE,FALSE
NMUR1,-19.0432383059414,4.08880226119147E-08,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NNAT,-7.62722531495919,0.000314559259246486,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-23.1448926116104,2.10848012608143E-10,101,HIV,Term,FALSE,FALSE
NOG,-5.66414138492702,0.00182310870087445,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-10.4221927542532,0.0151626741890345,1596,HIV,Term,FALSE,FALSE
NOS3,-5.66893732134464,0.00356942831082748,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-19.7146074545792,4.98151796267182E-14,95,HIV,Term,FALSE,FALSE
NOSTRIN,-7.10269950736876,0.033076291443076,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NOTCH3,-4.88956484401295,4.00816757681721E-05,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NOTCH4,-2.97345632772368,0.000493582824951707,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NOTUM,-9.58125511604761,1.07381380472859E-07,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-18.0100010692128,0.0175578245909033,1700,HIV,Term,FALSE,FALSE
NOVA2,-21.6155752955337,5.81636986787255E-17,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NPAS2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-8.31154969637153,5.03518528644773E-05,274,HIV,Term,FALSE,FALSE
NPDC1,-3.08543313559031,0.0107893217721065,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NPHP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-6.74592576736416,0.0287307964339406,2127,HIV,Term,FALSE,FALSE
NPNT,-5.59811586922597,0.031842584332917,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-19.5116434744003,4.43224590248903E-13,110,HIV,Term,FALSE,FALSE
NPPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.34520672370609,0.0427460354789196,2605,HIV,Term,FALSE,FALSE
NPR1,-3.94710656178095,0.00557452702960765,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NPR2,-3.76320219727905,0.0122887380872224,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
NPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.25438673495446,0.0159856333193832,1634,HIV,Term,FALSE,FALSE
NPY1R,-5.7844944593967,0.0105940478722811,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-5,-6.24286499520282,0.0010667148767239,441,HIV,Term,FALSE,FALSE
