Symbol,log2FoldChange,padj,Direction,Comparison,ndeg,ddeg,idx,degvcount,virus.x,gestation.x,signcon,randomSummary,randomP,rank,virus.y,gestation.y,Shared_2,Shared
A1BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.05614689661817,0.00752940453957252,1194,HIV,Term,FALSE,FALSE
A4GALT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-2.48940032496484,0.00110698078783307,540,HIV,Term,FALSE,FALSE
AADAC,-5.6525704392732,0.0085711376997035,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-21.6966621556623,1.83627358642843E-12,80,HIV,Term,FALSE,FALSE
AADACL2,-7.05591389512887,0.0146243224933132,Downregulated,HIV_T_vs_NT_T,5,-5,-25,0.Down-regulated,HIV,Term,-5,-20.0769860098343,2.54220586101634E-18,33,HIV,Term,TRUE,TRUE
AADACL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-7.50352542095332,0.0153973603939846,1610,HIV,Term,FALSE,FALSE
AARD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.71647631657649,0.0126969388157698,1488,HIV,Term,FALSE,FALSE
ABCA12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-5.65688695186518,0.0133960116958242,1513,HIV,Term,FALSE,FALSE
ABCA4,-6.82574446535991,0.0385485896962771,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ABCA8,-6.19535204894295,0.000745311334695268,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ABCC11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.15376875369997,0.0411276488901075,2546,HIV,Term,FALSE,FALSE
ABCC6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.17737656658288,0.00662739508792558,1133,HIV,Term,FALSE,FALSE
ABI3BP,-4.9953937933206,0.00108895295383038,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ABLIM1,-4.48512576407501,0.00368205610244984,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ABTB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.49700308794568,0.00107801791275618,538,HIV,Term,FALSE,FALSE
ACE2,-6.68989013613678,0.00261634583504765,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-20.6853427080655,1.84331206642112E-22,12,HIV,Term,TRUE,TRUE
ACER2,-2.27969544446964,0.0281440190460082,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ACHE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-2.13918446068248,0.0298280217556019,2167,HIV,Term,FALSE,FALSE
ACKR2,-4.01657699471662,0.0227994380109772,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-8.95814866076247,0.0139340396030047,1538,HIV,Term,FALSE,FALSE
ACKR3,-7.82375613597282,8.50696047438936E-06,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-8.12327698188872,0.0420403981438888,2580,HIV,Term,FALSE,FALSE
ACSS3,-6.2138449920158,0.0166405534078789,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-19.5483700203184,3.19352076160883E-14,98,HIV,Term,TRUE,TRUE
ACTA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.59450815720805,0.0150986076970135,1590,HIV,Term,FALSE,FALSE
ACTA2,-4.3387395342235,0.00140855659654257,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ACTG2,-4.8600581800239,0.0277523121659427,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ACVR1C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.02746002058622,0.00475816691552006,975,HIV,Term,FALSE,FALSE
ADAM12,-4.35054234194105,0.00921405218890054,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAM23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-8.11270972372415,0.00472056021912039,972,HIV,Term,FALSE,FALSE
ADAM33,-5.59523979714475,0.00062228186653318,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS1,-5.29004124240953,0.00083185951889622,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS10,-5.43741373880565,0.000289102317033252,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS12,-2.85262723402813,0.0297762377128638,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS13,-3.09200542298459,0.0309959056645749,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.30350379587866,0.00143764067441292,586,HIV,Term,FALSE,FALSE
ADAMTS15,-5.56654325469475,0.000147846138622762,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS18,-11.2640551306827,0.000626343336509579,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS19,-6.66158336547497,0.0159192140324957,Downregulated,HIV_T_vs_NT_T,5,-5,-25,0.Down-regulated,HIV,Term,-5,-19.1565623784083,1.08084201552449E-16,68,HIV,Term,TRUE,TRUE
ADAMTS5,-6.01843019623749,0.000346442265117722,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS7,-4.32667421064291,0.000747617060951917,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTS8,-3.52403818871325,0.0357190508145713,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-9.42707828243636,0.0123446463156397,1474,HIV,Term,FALSE,FALSE
ADAMTS9,-5.34651707683932,0.000122465853426571,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTSL2,-4.55221033222582,0.0107228194100881,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTSL3,-24.5643724294744,7.98276661944827E-18,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADAMTSL5,-4.24839385101796,0.0134010293627168,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-9.30401160566743,0.0161440319414384,1643,HIV,Term,FALSE,FALSE
ADARB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-5.99910433525892,0.0135911634058491,1524,HIV,Term,FALSE,FALSE
ADCY1,-3.79175746777447,0.0307115027959573,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADCY3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-2.06224482431418,0.00525374400951345,1007,HIV,Term,FALSE,FALSE
ADCY4,-4.01842144144675,0.000699498707391278,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADCY5,-8.44587070081243,4.55281780556927E-05,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-21.1303999900585,7.43017953899842E-05,250,HIV,Term,FALSE,FALSE
ADCYAP1R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.92565572691908,0.0238269023634736,1948,HIV,Term,FALSE,FALSE
ADGRA2,-6.20917798954148,7.82314677523328E-05,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADGRB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-3.93872270033254,0.000155827575027287,358,HIV,Term,FALSE,FALSE
ADGRB2,-4.66704725801137,0.00676647898380537,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-8.51235509788162,0.0206738712111988,1825,HIV,Term,FALSE,FALSE
ADGRD1,-4.74875420402299,0.00130591501467236,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADGRF4,-5.22362327585734,0.0442357128060556,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-19.9571248394997,1.95731751581748E-14,83,HIV,Term,TRUE,TRUE
ADGRF5,-8.15717545391417,8.09983343820253E-05,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-24.351997729323,1.0637390530952E-10,66,HIV,Term,FALSE,FALSE
ADGRG1,-3.15062718475442,0.0265279792633066,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADGRL1,-2.16126234994355,0.0234466046788946,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADGRL2,-7.14133148827441,0.000395861798870931,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-23.6353121456239,9.34426948947658E-06,208,HIV,Term,FALSE,FALSE
ADGRL3,-20.6692937415774,3.9644086802855E-11,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADGRL4,-5.08477473314924,0.0038112445796031,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-8.86992564431161,0.0308629861799831,2202,HIV,Term,FALSE,FALSE
ADGRV1,-2.97892060049631,0.0099270364889499,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADH1B,-22.732448569764,1.69149260782343E-11,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADH6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.29225772630786,0.0490537322879753,2773,HIV,Term,FALSE,FALSE
ADIRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-19.6004598059861,0.000107951766023793,255,HIV,Term,FALSE,FALSE
ADM5,-3.40684790426711,0.0339602209077191,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADRA2A,-6.391957509899,0.000133683627349164,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADRA2C,-4.89249317129486,0.00123983866365586,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADRB1,-5.5649636153775,0.0001897381362442,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ADRB3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-9.27458051560386,0.0113060352407429,1415,HIV,Term,FALSE,FALSE
ADSS1,-2.67411668185655,0.033076291443076,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AEBP1,-4.35559471699568,0.00319186071454161,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AFAP1L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.59774195168328,0.00059032437632732,464,HIV,Term,FALSE,FALSE
AFAP1L2,-6.04621549369727,0.000494657858004424,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AFF2,-7.50291094280097,0.0039176294620183,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-23.3164133575641,2.24959566991327E-18,4,HIV,Term,TRUE,TRUE
AGMO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.43004981647024,0.0421923631961379,2584,HIV,Term,FALSE,FALSE
AGR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-5.40202942840589,0.0121475612152446,1464,HIV,Term,FALSE,FALSE
AGTR1,-10.2605729341015,2.87344936417527E-06,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-24.3353916541215,2.71124868079906E-15,14,HIV,Term,FALSE,FALSE
AGXT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.36279793360622,0.0454322877982039,2675,HIV,Term,FALSE,FALSE
AHNAK2,-3.40945629167937,0.0195330398521429,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AIF1L,-7.44564489657973,0.000114103942109391,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-15.211597492707,0.0449528899101732,2661,HIV,Term,FALSE,FALSE
AIM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2.07412803268367,2.59998171732548E-05,384,HIV,Term,FALSE,FALSE
AJUBA,-4.22764072333209,0.0159192140324957,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AKAP12,-2.56067910606112,0.0286211465592769,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AKAP6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.1911813848314,0.000203275502734993,440,HIV,Term,FALSE,FALSE
AKR1C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-3.24900017613626,3.96202154509623E-05,346,HIV,Term,FALSE,FALSE
AKR1C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-2.10148005286446,0.0250405665955122,1994,HIV,Term,FALSE,FALSE
AKR1C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-3.6731190743993,0.014789088551391,1574,HIV,Term,FALSE,FALSE
ALDH3B2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-5.95642776433632,0.0365800615639788,2401,HIV,Term,FALSE,FALSE
ALKAL2,-5.0469965247589,0.0236587106753237,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-20.6282192182251,2.85086443406486E-10,133,HIV,Term,FALSE,FALSE
ALOX15,-5.54082922664862,0.0125282492864969,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-7.9409547578671,0.00190214712033738,620,HIV,Term,FALSE,FALSE
ALPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-5.92929356051365,0.0389761559686899,2479,HIV,Term,FALSE,FALSE
ALPP,-5.3451212359565,0.00770804368863449,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-8.38307009945453,0.00269034361971114,802,HIV,Term,FALSE,FALSE
AMOTL1,-3.08618865441017,0.0455411766205304,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AMOTL2,-3.83324528190167,0.0179646677330433,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ANGPT1,-4.42843629952731,0.00529207770566284,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ANGPT2,-5.50278910406831,0.00352507361948375,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-8.67555567191412,0.00236929820414014,764,HIV,Term,FALSE,FALSE
ANGPTL1,-8.29677126959629,0.000134995948143227,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-22.3742174875807,3.68923849648428E-13,50,HIV,Term,FALSE,FALSE
ANGPTL2,-4.11518312472514,0.0163502375174392,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ANGPTL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.5558211704459,0.036657012013424,2405,HIV,Term,FALSE,FALSE
ANK3,-5.74162710775845,0.0109672249268948,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-19.8953470444084,9.07059783329296E-12,126,HIV,Term,FALSE,FALSE
ANKRD20A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-6.9454838744386,0.00165229271890594,554,HIV,Term,FALSE,FALSE
ANKRD22,3.49260552974014,0.0158387888823198,Upregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,4,2.92373284155536,0.000287318680283848,409,HIV,Term,FALSE,FALSE
ANKRD30A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-4.5558211704459,0.036657012013424,2406,HIV,Term,FALSE,FALSE
ANKRD53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.28355458068907,0.0453176097514883,2671,HIV,Term,FALSE,FALSE
ANKRD65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-5.96459572875681,0.00539656376857572,1025,HIV,Term,FALSE,FALSE
ANKS1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-6.36700279141458,0.0341719565671653,2322,HIV,Term,FALSE,FALSE
ANO1,-6.38628016224822,0.00153114045588068,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-20.6524453005865,5.33274091501897E-18,23,HIV,Term,FALSE,FALSE
ANO2,-6.47203401947398,0.019880706919912,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-19.1768047872113,2.40843969861832E-14,105,HIV,Term,TRUE,TRUE
ANO9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.01047980378507,0.0106223219031787,1382,HIV,Term,FALSE,FALSE
ANTXR1,-4.14868117744344,0.00462063381306491,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ANXA8L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-9.16250152230653,0.0221284793455937,1882,HIV,Term,FALSE,FALSE
AOC1,-8.23018162689416,8.80942913499794E-07,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AOC3,-7.5165081252249,1.57851077895319E-07,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AOPEP,-2.29183870458815,0.0378334383701812,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AOX1,-4.3278642901097,0.00697248450523179,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AP1M2,-4.76506553021503,0.0186540035949907,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-7.98576275150286,9.78628354657966E-06,264,HIV,Term,TRUE,TRUE
APBA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.3577334383957,0.0031637639941257,841,HIV,Term,FALSE,FALSE
APCDD1,-5.64019120257383,0.000488948487508767,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
APCDD1L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-2.2982247310525,0.0309078147904888,2206,HIV,Term,FALSE,FALSE
APLN,-5.53366042190332,0.00123983866365586,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-22.3781606394362,1.69459873252744E-07,179,HIV,Term,FALSE,FALSE
APLNR,-25.0859531117961,8.95916118586279E-12,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
APLP1,-3.69391587231237,0.0159192140324957,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
APOA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-8.33154329063127,0.0280651287186081,2103,HIV,Term,FALSE,FALSE
APOBEC3A,2.94075570987284,0.045957043075858,Upregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,6,2.44746303647223,8.25507002076978E-05,389,HIV,Term,FALSE,FALSE
APOD,-4.98441085074155,0.00345497196814631,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
APOL2,NA,NA,NA,NA,4,4,16,2.Up-regulated,HIV,Term,NA,NA,NA,NA,NA,NA,FALSE,FALSE
APOL3,2.52435873768027,0.00364955352426282,Upregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,6,2.11002638923083,8.6008271168525E-05,410,HIV,Term,FALSE,FALSE
APOL6,NA,NA,NA,NA,5,5,25,2.Up-regulated,HIV,Term,NA,NA,NA,NA,NA,NA,FALSE,FALSE
APOLD1,-6.2698429101595,3.88117852429469E-06,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AQP1,-4.32979638878299,0.0397827870586802,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
AQP3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.36662935008588,0.00464181620467741,965,HIV,Term,FALSE,FALSE
AREG,-6.60668263369045,0.000276984825846745,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ARG1,-5.69823107351046,0.0185440046465115,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-4,-6.613013851513,0.0023156810448567,746,HIV,Term,FALSE,FALSE
ARG2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.06493516809087,4.69563200989835E-05,397,HIV,Term,FALSE,FALSE
ARHGAP23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3.92575809003249,0.0416736260526735,2569,HIV,Term,FALSE,FALSE
ARHGAP28,-7.3085100753045,0.00807351651626698,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ARHGAP29,-5.80718919371234,0.00217609607604098,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ARHGAP42,-3.58134894873605,0.0060123538063134,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ARHGAP44,-7.82268313752584,0.000114103942109391,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-3,-23.1056790224926,6.18568701428755E-14,27,HIV,Term,FALSE,FALSE
ARHGDIG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-6.00169374202765,0.0152522448938777,1604,HIV,Term,FALSE,FALSE
ARHGEF15,-22.4279645155171,1.1392084920472E-10,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ARHGEF17,-3.69245032881754,0.00421429291910779,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ARHGEF25,-5.37507506328239,0.0291248007885889,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-2,-21.8042080734623,7.38926184391457E-09,146,HIV,Term,FALSE,FALSE
ARHGEF26,NA,NA,NA,NA,4,-4,-16,0.Down-regulated,HIV,Term,-4,-8.05425045058175,4.37960813812868E-05,275,HIV,Term,TRUE,FALSE
ARHGEF28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-2.72321789453956,0.0363274667989247,2396,HIV,Term,FALSE,FALSE
ARSI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-8.48321350390228,0.0232818665397408,1934,HIV,Term,FALSE,FALSE
ART4,-5.72516902483976,0.0226096441753872,Downregulated,HIV_T_vs_NT_T,4,-4,-16,0.Down-regulated,HIV,Term,-4,-20.6209048204708,1.24726459375226E-19,20,HIV,Term,TRUE,TRUE
ARTN,-4.73556290173356,0.0489669631014806,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-4,-6.16694459038937,0.0109345089919572,1396,HIV,Term,FALSE,FALSE
AS3MT,-2.77026288241853,0.0191368763796975,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-6.62893417467265,0.0208553347065901,1832,HIV,Term,FALSE,FALSE
ASAP3,-4.61073079398832,0.00466238030506116,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ASB4,-20.4244349179386,9.54293730453299E-08,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ASIC2,-5.24319043573163,0.0311541709087469,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-5,-5.69019881452897,0.00257338380721782,790,HIV,Term,FALSE,FALSE
ASPA,-5.39473464934782,0.0102523853567629,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,-1,-19.8840453218816,0.000108610067204418,254,HIV,Term,FALSE,FALSE
ASPN,-7.97588911996023,0.00182715594512715,Downregulated,HIV_T_vs_NT_T,5,-5,-25,0.Down-regulated,HIV,Term,-5,-19.6271648994285,3.00687999835071E-17,51,HIV,Term,TRUE,TRUE
ASS1,-3.25019772917716,0.0424599146066861,Downregulated,HIV_T_vs_NT_T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
