Symbol,log2FoldChange,padj,Direction,Comparison,ndeg,ddeg,idx,degvcount,virus.x,gestation.x,signcon,randomSummary,randomP,rank,virus.y,gestation.y,Shared_between_3,Shared_between_rem_vote
TSPAN11,-33.4785986232775,1.29320602942445E-24,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.23157092632438,0.00224945450777234,1458,HIV,Early/mid,FALSE,FALSE
SLC38A3,-35.1104606944194,7.42206757036849E-23,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.9776406483306,0.0195236690849365,3573,HIV,Early/mid,FALSE,FALSE
SYT3,-32.3953795290709,1.04414640828003E-18,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.11066335607385,0.00735789180421293,2545,HIV,Early/mid,FALSE,FALSE
OCA2,-33.6563366328327,9.71684715056672E-15,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-8.31655138113281,0.000764169702373998,754,HIV,Early/mid,FALSE,FALSE
LRP2,-25.4059399088942,3.71831875027012E-12,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-12.1232522646747,1.91013408459802E-07,2,HIV,Early/mid,TRUE,TRUE
ASB4,-31.3565007180184,4.45895251573847E-12,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.60304883150521,0.00520277427019814,2017,HIV,Early/mid,FALSE,FALSE
CALHM4,-33.2035740819709,1.50771324250588E-11,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.97567951224748,0.0208190215648297,3654,HIV,Early/mid,FALSE,FALSE
OR51E1,-23.8983153346743,2.30276912966881E-10,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.19054578096097,0.000177863369562182,600,HIV,Early/mid,TRUE,TRUE
CNTNAP3B,-28.7952652932179,1.23603025737678E-08,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.8701377888839,0.000807541824255402,893,HIV,Early/mid,FALSE,FALSE
COL6A6,-29.635356335377,7.75904952435283E-08,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-10.7538554939007,1.13072803682866E-05,46,HIV,Early/mid,TRUE,TRUE
NRIP2,-27.0410858045178,1.49976843240596E-07,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.83860500930164,0.00224772488918545,1400,HIV,Early/mid,FALSE,FALSE
C1QTNF3,-7.12192574506218,9.20723789875661E-07,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.04886940114755,5.69249233546449E-06,117,HIV,Early/mid,TRUE,TRUE
SLCO1C1,-29.101557782075,2.35290750427905E-06,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.77279612430952,0.00375084882361591,1678,HIV,Early/mid,FALSE,FALSE
MEOX2,-25.0459465006558,4.77933153965854E-06,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.2184815399419,0.000292774045927958,581,HIV,Early/mid,TRUE,TRUE
HIGD1B,-30.1647286635025,7.65631331985112E-06,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.28235617567307,0.000209984035541004,434,HIV,Early/mid,TRUE,TRUE
COL1A2,-7.97653610102315,4.19687202994873E-05,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.01328018204953,2.60790980667483E-07,14,HIV,Early/mid,TRUE,TRUE
PLIN1,-6.22043870484547,0.000118926588156396,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.17688713149834,2.44428937124198E-05,311,HIV,Early/mid,TRUE,TRUE
AKAP6,-5.16382210343811,0.000225814239630907,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-5.45947340015769,5.17523438927533E-06,256,HIV,Early/mid,TRUE,TRUE
HR,-6.50431668570052,0.00022886743611088,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.63956866093329,5.50956081819385E-06,137,HIV,Early/mid,TRUE,TRUE
SLC40A1,-5.74904685597922,0.000271226111618687,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.08653654598168,4.0411357591232E-06,170,HIV,Early/mid,TRUE,TRUE
INSR,-5.11539364310097,0.000271226111618687,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.29249819430601,1.31504840281243E-05,369,HIV,Early/mid,FALSE,FALSE
ADAMTS2,-4.62610161889432,0.000271226111618687,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-4.69321540747072,2.34298977269857E-05,545,HIV,Early/mid,TRUE,TRUE
CHRM2,-21.1282077064777,0.00039885376472127,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.47712450753785,0.00441168959963195,1848,HIV,Early/mid,FALSE,FALSE
FBN2,-7.33835661695725,0.00039885376472127,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.94254729693088,1.63869137828401E-07,11,HIV,Early/mid,TRUE,TRUE
ABLIM2,-5.56660877087667,0.00039885376472127,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-5.65004159714916,2.06111534209402E-05,356,HIV,Early/mid,TRUE,TRUE
LGR4,-6.46494338617317,0.000433121507664235,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.90073017252298,9.87058036803635E-07,53,HIV,Early/mid,TRUE,TRUE
AHNAK2,-6.1591184090956,0.000727677933632292,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.30145810102938,5.56300538297273E-06,172,HIV,Early/mid,TRUE,TRUE
ITGA11,-7.01406334514197,0.000742161848073387,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.06793386794845,4.4009959359082E-06,106,HIV,Early/mid,TRUE,TRUE
PCYOX1,-3.20723933991349,0.000950535894577337,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.12946978796192,0.000554993964758903,1385,HIV,Early/mid,FALSE,FALSE
IL11RA,-4.30343857557733,0.00109138277419439,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-4.24915575216532,7.13039145156841E-05,783,HIV,Early/mid,TRUE,TRUE
CADM3,-9.23021184715456,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-9.16136372228687,2.63073322616563E-07,5,HIV,Early/mid,TRUE,TRUE
FIBIN,-8.20454421603088,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.29734214561931,1.28635766977875E-06,33,HIV,Early/mid,TRUE,TRUE
IGDCC4,-7.85399103955382,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.07269036380369,2.35709807187772E-07,12,HIV,Early/mid,TRUE,TRUE
ITIH5,-7.23131145019492,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.81077625996583,1.02025018143241E-07,8,HIV,Early/mid,TRUE,TRUE
OGN,-6.77154710512992,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.02951739989439,1.93986907397605E-06,71,HIV,Early/mid,TRUE,TRUE
INMT,-6.55135242599321,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.48132463925377,5.19054799650435E-06,143,HIV,Early/mid,TRUE,TRUE
PODNL1,-6.05181296002941,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.2158238448877,4.74043348228714E-06,168,HIV,Early/mid,TRUE,TRUE
DEPTOR,-5.66956697634297,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.55709280830822,4.87158494169581E-06,132,HIV,Early/mid,FALSE,FALSE
PCDHGA6,-5.44833741107212,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-5.46501750181146,5.02923722105359E-06,252,HIV,Early/mid,TRUE,TRUE
IRS2,-4.12095743216628,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.14018284520974,8.24547716092634E-05,826,HIV,Early/mid,FALSE,FALSE
ATP7B,-3.88832367330825,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.89161149851238,0.000140702104378528,956,HIV,Early/mid,FALSE,FALSE
RNF150,-3.83918399591087,0.00125759969422015,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.11880426738524,4.65659209976629E-05,749,HIV,Early/mid,FALSE,FALSE
MXD4,-2.45790794816408,0.00126201135352788,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.37221107025313,0.00048618597511969,1566,HIV,Early/mid,FALSE,FALSE
PITX2,-8.11379269579325,0.00136593475909496,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.2151775862943,1.32703162247867E-07,7,HIV,Early/mid,TRUE,TRUE
ATP6V1B1,-7.38004936053798,0.00136593475909496,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.3920839864067,4.39490235349413E-06,82,HIV,Early/mid,TRUE,TRUE
STAC2,-5.60829756093133,0.00136593475909496,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-5.79982240125311,1.30595893603184E-05,291,HIV,Early/mid,TRUE,TRUE
LOXL1,-6.73063792253212,0.00138386636968012,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.40268427345209,3.36682536633671E-07,28,HIV,Early/mid,TRUE,TRUE
CAB39L,-3.7870080697341,0.00138386636968012,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.7337412410891,0.000375134922155888,1168,HIV,Early/mid,FALSE,FALSE
IP6K3,-7.73680051729779,0.00140809730917628,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.1615865770258,1.32844263323244E-06,36,HIV,Early/mid,TRUE,TRUE
MMP23B,-6.41983799271199,0.00140809730917628,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.32767256486402,9.64193414712998E-06,212,HIV,Early/mid,TRUE,TRUE
SVEP1,-7.40797479043236,0.00145310335625591,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.0581948095813,1.06400111826701E-07,6,HIV,Early/mid,TRUE,TRUE
VTN,-5.72309796243468,0.00145310335625591,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.26329969156656,5.26039704680364E-06,171,HIV,Early/mid,FALSE,FALSE
SLC1A1,-5.67653712121301,0.00145310335625591,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-5.76374107404583,2.06876342652272E-05,345,HIV,Early/mid,TRUE,TRUE
GASK1A,-4.99634565269271,0.00145310335625591,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.19115946662157,4.59283401053252E-05,537,HIV,Early/mid,FALSE,FALSE
PPM1H,-3.91410258190989,0.00145310335625591,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.83260064367473,0.000614741582609197,1264,HIV,Early/mid,FALSE,FALSE
CASTOR2,-2.15478264667355,0.00145310335625591,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.16334502739315,0.000228190293461457,1510,HIV,Early/mid,FALSE,FALSE
PNMA2,-6.30933070267856,0.00160253135318798,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.6452791973475,1.01001509732388E-05,184,HIV,Early/mid,TRUE,TRUE
SMIM14,-2.53924932068504,0.00164943602425837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.45948938656461,0.00166654036572234,1828,HIV,Early/mid,FALSE,FALSE
COL1A1,-7.99765109802956,0.00173184406139236,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.56408422635142,1.25586775695573E-07,4,HIV,Early/mid,TRUE,TRUE
FOXO1,-4.44458998994799,0.00176330970982165,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.70069443288594,4.53765386369941E-05,617,HIV,Early/mid,FALSE,FALSE
CDH19,-22.1516055101461,0.00180666275469791,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.66204238326298,0.00731624280934322,2537,HIV,Early/mid,FALSE,FALSE
SMO,-4.49827377545723,0.0018125572617049,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.75938667096002,4.32855422559804E-05,598,HIV,Early/mid,FALSE,FALSE
WFDC1,-8.32516131570619,0.00185231837654339,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.35503928581106,3.16625795867606E-07,13,HIV,Early/mid,TRUE,TRUE
COL3A1,-7.81767163261794,0.00185231837654339,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.6458243287895,9.56228880735874E-08,3,HIV,Early/mid,TRUE,TRUE
PTCH1,-4.75111621710908,0.00185231837654339,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.93573317937454,7.82928098978849E-05,650,HIV,Early/mid,FALSE,FALSE
ALDH7A1,-3.35999055923243,0.00185231837654339,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.26444563602026,0.00101700487968051,1476,HIV,Early/mid,FALSE,FALSE
DBH,-24.89979990041,0.00186307665718068,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.16100853789748,0.0125156674672793,3049,HIV,Early/mid,FALSE,FALSE
PEG3,-6.42825089143546,0.00186307665718068,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.9900690501646,1.77417117848771E-06,70,HIV,Early/mid,TRUE,TRUE
BNC2,-3.0081686712183,0.00186307665718068,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.99823213109614,0.00112438066128282,1574,HIV,Early/mid,FALSE,FALSE
HLA-DRB5,4.06973600708093,0.00186307665718068,Upregulated,HIV_eg_vs_NT_eg,2,2,4,2.Up-regulated,HIV,Early/mid,3,3.31595289980805,0.00222077012676833,1744,HIV,Early/mid,TRUE,TRUE
SLC39A2,-9.26430352787914,0.00191213843714363,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-9.16087385049444,1.16760012374065E-05,74,HIV,Early/mid,TRUE,TRUE
RBP4,-5.89195731661107,0.00191213843714363,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.22522522154728,1.38375815866094E-05,251,HIV,Early/mid,FALSE,FALSE
MYORG,-4.10097679307518,0.0019294833203925,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.02688321075719,0.000241042492531435,1019,HIV,Early/mid,FALSE,FALSE
APLP1,-5.89679039676479,0.00194120405047451,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-5.87455178226771,2.09703045595789E-05,331,HIV,Early/mid,TRUE,TRUE
STXBP6,-4.88028722827928,0.00200289898737837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.8816250442465,0.000161542998272025,789,HIV,Early/mid,FALSE,FALSE
ZNF704,-4.49179064123027,0.00207770215958661,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.65404356311013,4.10330106971956E-05,611,HIV,Early/mid,FALSE,FALSE
SEMA6C,-3.6243808731972,0.00207770215958661,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.74218581719248,5.66163456595991E-05,873,HIV,Early/mid,FALSE,FALSE
CDON,-6.57368616526435,0.00210132886453091,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.02213355798679,5.55344200363361E-06,119,HIV,Early/mid,TRUE,TRUE
LAMB2,-3.24350543519923,0.00212009849293397,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.20033689216506,0.000273005683484953,1250,HIV,Early/mid,FALSE,FALSE
GPIHBP1,-24.527877418117,0.00212317126691006,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.33994258563221,0.0139877734696882,3178,HIV,Early/mid,FALSE,FALSE
PPL,-6.0198876386728,0.00212317126691006,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.20526487413206,9.16623695339058E-06,218,HIV,Early/mid,TRUE,TRUE
BMP8A,-6.03597419829781,0.00215377977957825,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.00929220915157,1.88656823790914E-05,210,HIV,Early/mid,FALSE,FALSE
ARMCX4,-2.8174384396504,0.0021875413165878,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.7425407203934,0.00123319185885481,1672,HIV,Early/mid,FALSE,FALSE
CLIP3,-5.81136482755311,0.00222765445799478,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.3707997296494,3.52212056707258E-06,130,HIV,Early/mid,FALSE,FALSE
NYNRIN,-4.38563816928506,0.00229288464392781,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.44223934133241,5.99083534583393E-05,704,HIV,Early/mid,FALSE,FALSE
GNB5,-3.17249422660468,0.00233631878302765,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.23120261978483,0.000620914922016303,1384,HIV,Early/mid,FALSE,FALSE
TMEM179,-9.32455417142748,0.00243885520939513,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-9.30649855148099,1.3353723997047E-06,18,HIV,Early/mid,TRUE,TRUE
TCF21,-7.0071679404357,0.00243885520939513,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.32519595034483,2.39003251052859E-06,63,HIV,Early/mid,TRUE,TRUE
HGF,-6.47700622494013,0.00243885520939513,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.72520804976781,2.54727388437078E-06,92,HIV,Early/mid,TRUE,TRUE
PCDHGA4,-5.71077656846681,0.00243885520939513,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.15041100790071,9.65673771499914E-06,228,HIV,Early/mid,TRUE,TRUE
RNF112,-4.69460841854706,0.00243885520939513,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.6457930084012,0.00015579543967393,821,HIV,Early/mid,FALSE,FALSE
PCDH11X,-4.59072917143658,0.00243885520939513,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-4.69832680086747,9.90177491202841E-05,730,HIV,Early/mid,TRUE,TRUE
TM7SF2,-2.64645174275241,0.00243885520939513,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.60280516967569,0.00121652294203159,1707,HIV,Early/mid,FALSE,FALSE
SEZ6L2,-6.96882244201069,0.00246026478297936,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.11181841068465,1.09079475381622E-06,50,HIV,Early/mid,TRUE,TRUE
SEMA3G,-7.30936175811312,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.29161573613864,7.06028861790982E-06,116,HIV,Early/mid,TRUE,TRUE
LRP5,-5.28904521713141,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.46167703497412,1.75478981180629E-05,373,HIV,Early/mid,FALSE,FALSE
KAZALD1,-4.36855037900062,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-4.3100652818576,0.000101074631762626,815,HIV,Early/mid,TRUE,TRUE
MBNL3,-4.11550541888822,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.05845219187553,0.000445582864873096,1144,HIV,Early/mid,FALSE,FALSE
ATRNL1,-3.77103444346911,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.74669915845018,0.000654101124926415,1306,HIV,Early/mid,FALSE,FALSE
ZNF395,-3.61259704745771,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.768155662332,0.000181433503520163,1026,HIV,Early/mid,FALSE,FALSE
CHSY3,-2.85582432084527,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.79943233831265,0.00203464389968931,1812,HIV,Early/mid,FALSE,FALSE
DCHS1,-2.47710494857463,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.45594505439253,0.000712535203899233,1609,HIV,Early/mid,FALSE,FALSE
CTIF,-2.11207014052381,0.00252328344686914,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.02112338533732,0.00358968649074019,2132,HIV,Early/mid,FALSE,FALSE
COPZ2,-4.68395170188955,0.00256892447263996,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.75902003279068,8.64364577341796E-05,694,HIV,Early/mid,FALSE,FALSE
CBX7,-2.63004184290724,0.00258395298847774,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.71156046096741,5.68816925261997E-05,1165,HIV,Early/mid,FALSE,FALSE
PCDHGB6,-3.39612109677734,0.00263258715835703,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.45375525976163,0.000124279528987236,1043,HIV,Early/mid,FALSE,FALSE
PAM,-3.57240365617308,0.00264142390955271,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.61163759755557,0.000257200575733668,1129,HIV,Early/mid,FALSE,FALSE
PRL,-6.56501666220913,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.46921607923687,6.11617359923277E-07,35,HIV,Early/mid,TRUE,TRUE
PRR15,-6.22959788092061,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.92999817917838,3.04445194994236E-06,88,HIV,Early/mid,FALSE,FALSE
IL1R2,-5.78717678056665,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.39660810815664,4.03723269022171E-06,134,HIV,Early/mid,FALSE,FALSE
MYLK3,-4.93988237092986,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.15557425469641,0.000304188993358683,865,HIV,Early/mid,FALSE,FALSE
TGFBR3,-4.86101804755724,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.17359731466699,2.50369196016922E-05,472,HIV,Early/mid,FALSE,FALSE
DLEC1,-3.94097119819964,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.98655709736216,0.000498695736224579,1175,HIV,Early/mid,FALSE,FALSE
MAGI3,-3.38011765833489,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.3303826535387,0.000478540028280749,1320,HIV,Early/mid,FALSE,FALSE
EML1,-3.12561763536414,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.21406300370699,0.000186215241133593,1171,HIV,Early/mid,FALSE,FALSE
RAB23,-2.99307486922778,0.00278583024659175,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.9332722970615,0.000977828008310468,1554,HIV,Early/mid,FALSE,FALSE
RSPO2,-8.7492939135287,0.0028182864138968,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.72605006618682,4.90019455315369E-05,192,HIV,Early/mid,TRUE,TRUE
ODAD3,-3.33269957819834,0.0028182864138968,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.41797717501646,0.000326349715621505,1216,HIV,Early/mid,FALSE,FALSE
MTUS1,-2.60066257203963,0.0028182864138968,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.51212348928697,0.00312518627815636,1995,HIV,Early/mid,FALSE,FALSE
ANG,-2.56806392929253,0.0028182864138968,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.5910570702729,3.89713010769494E-05,1166,HIV,Early/mid,FALSE,FALSE
BMP7,-6.00721502290177,0.0028590900745683,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.19219080290633,1.44118644301229E-05,255,HIV,Early/mid,TRUE,TRUE
GPRC5B,-5.10086537266753,0.00293719569374576,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.06820274117833,5.907574111622E-06,197,HIV,Early/mid,FALSE,FALSE
PBLD,-2.65957518239086,0.00293719569374576,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.58739360266932,0.00144906804861104,1760,HIV,Early/mid,FALSE,FALSE
