Symbol,log2FoldChange,padj,Direction,Comparison,ndeg,ddeg,idx,degvcount,virus.x,gestation.x,signcon,randomSummary,randomP,rank,virus.y,gestation.y,Shared_between_3,Shared_between_rem_vote
PCDHGA7,-5.44656262588338,0.00656805190879973,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.97919149966401,0.000374684017815438,797,HIV,Early/mid,FALSE,FALSE
SYTL2,-5.28939071830652,0.00656805190879973,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.51356810191806,8.77409752705963E-05,565,HIV,Early/mid,FALSE,FALSE
RDH5,-3.72639066927512,0.00656805190879973,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.79321455101763,0.00176344057200128,1556,HIV,Early/mid,FALSE,FALSE
EPOR,-2.09911327405542,0.00656805190879973,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.09946066312858,0.00153817815099929,1893,HIV,Early/mid,FALSE,FALSE
CD74,3.07131959750557,0.00656805190879973,Upregulated,HIV_eg_vs_NT_eg,3,3,9,2.Up-regulated,HIV,Early/mid,3,4.11712588354896,5.59448151300722E-10,75,HIV,Early/mid,TRUE,TRUE
PAPPA2,-6.43184575285173,0.00657860408055628,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-8.20122201715374,7.05741867357747E-06,78,HIV,Early/mid,FALSE,FALSE
AOC3,-5.39294957002371,0.00657860408055628,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-5.59817293083074,1.21067142604849E-05,312,HIV,Early/mid,TRUE,TRUE
LTBP4,-3.99411433645761,0.00657860408055628,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.95474407156297,0.000327301696000382,1095,HIV,Early/mid,FALSE,FALSE
PSME2,2.06351618954066,0.00657860408055628,Upregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,3,2.0546574562509,0.00806648127005849,2623,HIV,Early/mid,FALSE,FALSE
KIAA1549,-5.06410852991419,0.00658470132104837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.85510228004144,7.32050919127763E-06,238,HIV,Early/mid,FALSE,FALSE
F12,-4.58932497634888,0.00658470132104837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.92975363538752,0.000220724036184973,832,HIV,Early/mid,FALSE,FALSE
ALDH5A1,-4.58822563945147,0.00658470132104837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.68002899192806,0.000403168207394847,994,HIV,Early/mid,FALSE,FALSE
ADAMTSL1,-3.23420516382485,0.00658470132104837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.37074291254874,0.000357167979357107,1254,HIV,Early/mid,FALSE,FALSE
LRRC8A,-2.56648344466118,0.00658470132104837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.5656496626229,0.00299043250295929,1957,HIV,Early/mid,FALSE,FALSE
ABHD14A,-2.43655585457923,0.00658470132104837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.35888604169798,0.00240614622418741,1936,HIV,Early/mid,FALSE,FALSE
SPTSSA,-2.26985693609319,0.00658470132104837,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.22635874534135,0.00647193196285953,2429,HIV,Early/mid,FALSE,FALSE
DSC3,-5.94250121431846,0.00660480439148021,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.57917331062504,2.94782453336907E-05,288,HIV,Early/mid,FALSE,FALSE
REN,-5.97434777788154,0.00662573526540315,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.56493494059398,1.09203938540258E-05,200,HIV,Early/mid,FALSE,FALSE
LUM,-5.33036136633794,0.00662573526540315,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.52462595338134,3.22425534722452E-06,120,HIV,Early/mid,FALSE,FALSE
WNT1,-5.53871864419207,0.00666937266576895,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.08520091078695,4.68073175532378E-05,405,HIV,Early/mid,FALSE,FALSE
BMP5,-8.96264256101965,0.00669131091131852,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-9.76577757310377,2.61227502899652E-05,101,HIV,Early/mid,TRUE,TRUE
MYO1G,3.85087551323236,0.00669131091131852,Upregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,3,2.72533267621107,0.0197124629530408,3586,HIV,Early/mid,FALSE,FALSE
MAEL,-4.88446548402853,0.00669595830375403,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.84259257694508,0.000990808964274762,1206,HIV,Early/mid,FALSE,FALSE
ALDH1L2,-4.55517024324126,0.00669595830375403,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.74726084585391,0.000123426846103535,761,HIV,Early/mid,FALSE,FALSE
SHISA4,-2.91324016243258,0.00669595830375403,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.90586810695285,0.00125914711342245,1633,HIV,Early/mid,FALSE,FALSE
EXTL2,-2.83248651630825,0.00669595830375403,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.7495572165948,0.00186696932423343,1795,HIV,Early/mid,FALSE,FALSE
HROB,-2.51463330905544,0.00669595830375403,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.55173198951782,0.00203753097495471,1864,HIV,Early/mid,FALSE,FALSE
REV3L,-2.38868584880029,0.00669595830375403,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.31364213250102,0.00480985530132287,2213,HIV,Early/mid,FALSE,FALSE
PRTFDC1,-2.28681373755883,0.00669595830375403,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.27654201435385,0.00356115926915432,2082,HIV,Early/mid,FALSE,FALSE
FILIP1,-6.87673723650087,0.00674443841726641,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.36064545239425,4.40101471552095E-05,259,HIV,Early/mid,TRUE,TRUE
HAND2,-5.28822220980862,0.00674443841726641,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.49255120587306,2.5859326430027E-06,112,HIV,Early/mid,FALSE,FALSE
ITGB4,-4.98323741774353,0.00676273929771846,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.38117589093901,2.53371429840669E-05,428,HIV,Early/mid,FALSE,FALSE
IL1R1,-4.6398671940923,0.00676273929771846,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.70693145764775,3.20266617924815E-05,408,HIV,Early/mid,FALSE,FALSE
HSPA1B,-2.92911578749634,0.00676273929771846,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.87332469968041,0.00987703643345029,2808,HIV,Early/mid,FALSE,FALSE
OR6C74,-2.08275414668511,0.00676273929771846,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.01904149200484,0.00439424256372653,2206,HIV,Early/mid,FALSE,FALSE
PCDH20,-5.83894758665989,0.00685367508575188,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.81142390470608,0.000131115861861876,488,HIV,Early/mid,FALSE,FALSE
MAOB,-5.37916177879111,0.00685367508575188,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.86040633550239,8.89711099323525E-06,153,HIV,Early/mid,FALSE,FALSE
GLI3,-3.89022642731313,0.00685367508575188,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.0922777337641,0.000188574005762747,959,HIV,Early/mid,FALSE,FALSE
CCDC180,-3.46538205156087,0.00685367508575188,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.85588219992051,0.000252747061899484,1070,HIV,Early/mid,FALSE,FALSE
SH3D19,-5.46642270851415,0.0068620118662847,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.71428477042043,2.90261447697376E-06,102,HIV,Early/mid,FALSE,FALSE
THY1,-5.3576767831631,0.0068620118662847,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.20369192669343,4.50801629303994E-06,163,HIV,Early/mid,FALSE,FALSE
PTGDS,-5.19806881231756,0.0068620118662847,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.85226093121603,6.21871874653789E-06,223,HIV,Early/mid,FALSE,FALSE
SLC52A1,-4.59888990174479,0.0068620118662847,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.61490224605763,0.00112663933047914,1296,HIV,Early/mid,FALSE,FALSE
TRIM2,-4.12284894326209,0.0068620118662847,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.33568958071222,2.03263078242925E-05,589,HIV,Early/mid,FALSE,FALSE
GPR155,-3.04085664721656,0.0068620118662847,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.95787577953323,0.00181513450800644,1743,HIV,Early/mid,FALSE,FALSE
SLC30A4,-3.01025581926746,0.0068620118662847,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.29837023676855,0.000524572421451969,1345,HIV,Early/mid,FALSE,FALSE
CKMT1A,-8.30205062937969,0.00686781657075657,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.19546208549679,2.29155464002723E-05,146,HIV,Early/mid,TRUE,TRUE
ROM1,-2.66111470821786,0.0068806788789167,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.63202788693593,0.00305619450048315,1953,HIV,Early/mid,FALSE,FALSE
LRP4,-4.82718703148489,0.0068843530783745,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.06488539559665,0.000117836324217592,689,HIV,Early/mid,FALSE,FALSE
KDELR3,-5.36580341832497,0.00690042209927936,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.702628755255,2.76601910147464E-05,387,HIV,Early/mid,FALSE,FALSE
SLC29A2,-2.66947264681513,0.00694717617288454,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.66661554063532,0.000955029324482481,1622,HIV,Early/mid,FALSE,FALSE
C2orf50,-4.61867888448219,0.00695466124733307,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.66812732371447,0.000473203724018018,1036,HIV,Early/mid,FALSE,FALSE
SYNDIG1,-6.98820817592633,0.00698919969221156,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.28877572981043,0.000564222953656981,745,HIV,Early/mid,FALSE,FALSE
PLCE1,-6.34491613190963,0.00698919969221156,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.13629250469199,2.73147322986851E-06,77,HIV,Early/mid,TRUE,TRUE
FADS1,-2.03544700850375,0.00698919969221156,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
MSLN,-4.61720702606844,0.0069975007185891,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.64651049582922,0.00541145483191129,2137,HIV,Early/mid,FALSE,FALSE
SERPINB7,4.2899172848068,0.0069975007185891,Upregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
ACTG2,-6.96366951125357,0.00699895952973371,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.03269618803687,2.42479721411581E-06,76,HIV,Early/mid,TRUE,TRUE
CCDC40,-2.25839019829055,0.00702234646054465,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.20711935354419,0.00244245874300673,1962,HIV,Early/mid,FALSE,FALSE
FAT2,-5.58468036321336,0.00703015082137811,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.74070046904259,0.00012444287660897,487,HIV,Early/mid,FALSE,FALSE
FRMD3,-5.16015271734301,0.00703015082137811,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.26014164257902,9.37034513969085E-05,623,HIV,Early/mid,FALSE,FALSE
LYVE1,-4.53611144267262,0.00703015082137811,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-4.44177628963076,0.000140689429764877,847,HIV,Early/mid,TRUE,TRUE
ATP2B4,-3.2027661987025,0.00703015082137811,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.20600140833023,0.00086634782323348,1457,HIV,Early/mid,FALSE,FALSE
PGRMC2,-2.18134959801191,0.00703015082137811,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.11133556656885,0.00889692753614761,2705,HIV,Early/mid,FALSE,FALSE
ACVR1C,-4.73376185524926,0.00703656719707306,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.74240139240062,0.000490868868218732,1031,HIV,Early/mid,FALSE,FALSE
ELOVL2,-6.58476653374226,0.00704569758882728,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.82527736746722,4.88021939945213E-05,324,HIV,Early/mid,TRUE,TRUE
IGFBP3,-5.44859762263328,0.00705221003734898,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.9721660059479,7.62628911299145E-06,227,HIV,Early/mid,FALSE,FALSE
ARSG,-2.2196167792498,0.00706216148146795,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.12764587361386,0.00565495410090571,2333,HIV,Early/mid,FALSE,FALSE
MPP7,-5.03659014001247,0.00706929914258834,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.94524858277434,6.24666769279418E-05,475,HIV,Early/mid,FALSE,FALSE
METTL7A,-2.93774473491782,0.00706929914258834,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.17812608054598,0.00038353891896875,1313,HIV,Early/mid,FALSE,FALSE
STXBP1,-2.41555031461876,0.00706929914258834,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.35570452043529,0.00243399811473461,1937,HIV,Early/mid,FALSE,FALSE
PCDHGB7,-3.28704344694901,0.00706982041210677,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.46464971311581,0.000383931192846304,1245,HIV,Early/mid,FALSE,FALSE
KATNAL1,-2.3438819318944,0.00708576088038454,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.55880645623019,0.000973107204226921,1666,HIV,Early/mid,FALSE,FALSE
FOXO4,-2.30948390591601,0.00708576088038454,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.26800818952892,0.00331669852122145,2056,HIV,Early/mid,FALSE,FALSE
CD177,-8.85632768367951,0.00708857878246639,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.93805540108458,0.000494601080150288,866,HIV,Early/mid,FALSE,FALSE
MTARC1,-5.80756345084754,0.00708857878246639,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.23752946133505,0.000351892446256318,630,HIV,Early/mid,FALSE,FALSE
MINDY4,-4.03314760931441,0.00712427994737594,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.19512959594844,0.000397023586248982,1090,HIV,Early/mid,FALSE,FALSE
LRRN2,-7.59985774441285,0.00717142374783001,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-8.29762270350507,5.70306272025353E-06,65,HIV,Early/mid,TRUE,TRUE
PTPN13,-5.52271208056079,0.00717142374783001,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.44989786541059,9.54328289243141E-05,357,HIV,Early/mid,FALSE,FALSE
MELTF,-2.9961689229135,0.00717142374783001,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.03699676531643,0.00019558373259922,1236,HIV,Early/mid,FALSE,FALSE
CACNB1,-2.923264007351,0.00717142374783001,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.00706412229925,0.000380302417184032,1358,HIV,Early/mid,FALSE,FALSE
ARHGEF37,-2.0756657365594,0.00717142374783001,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.00147432037969,0.00397153279068537,2172,HIV,Early/mid,FALSE,FALSE
WNT10B,-5.20587100526028,0.00718796757914883,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.08027087057799,3.30385900659428E-05,353,HIV,Early/mid,FALSE,FALSE
PDCD4,-2.5104805829484,0.0071964658524066,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.55190013759583,0.00182490264170628,1831,HIV,Early/mid,FALSE,FALSE
DIXDC1,-4.28692136918248,0.00719741481555028,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.58479058220002,0.000163870491941514,845,HIV,Early/mid,FALSE,FALSE
NLGN2,-5.05888821126418,0.00720816802370751,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.13029436147606,2.81199860918204E-06,135,HIV,Early/mid,FALSE,FALSE
LIMCH1,-2.96404800550167,0.0072568242776575,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.90593098101186,0.00105602089666336,1580,HIV,Early/mid,FALSE,FALSE
HOXA13,-6.8016597723846,0.00728111152364694,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-6.90628713498419,8.78222752995898E-05,400,HIV,Early/mid,TRUE,TRUE
SEMA3F,-5.06564700058836,0.00728111152364694,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.51769494682621,4.68308339977927E-06,245,HIV,Early/mid,FALSE,FALSE
LOC728392,-4.42270309185344,0.00728111152364694,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.50225034254017,0.000264114735334763,937,HIV,Early/mid,FALSE,FALSE
ULK4,-3.13491414875751,0.00728111152364694,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.49086900584171,0.000844428685535884,1392,HIV,Early/mid,FALSE,FALSE
PON2,-2.345038432097,0.00728111152364694,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.26019900862965,0.00621774274864185,2390,HIV,Early/mid,FALSE,FALSE
NME4,-2.30109060413275,0.00728111152364694,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.20721790344455,0.0059353239619272,2361,HIV,Early/mid,FALSE,FALSE
CNTFR,-7.37643661616802,0.00738044995116497,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-7.72980111697801,5.35107095723285E-06,79,HIV,Early/mid,TRUE,TRUE
BRINP2,-5.98595522338973,0.0074458123180782,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.95387482914572,0.000302237015995674,534,HIV,Early/mid,FALSE,FALSE
PLAGL1,-3.40767067615072,0.00750354148092391,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.33626635545633,0.000970116824154965,1455,HIV,Early/mid,FALSE,FALSE
KLF15,-3.81428870376266,0.00754476041645615,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.12052059413206,0.00031426930444169,1049,HIV,Early/mid,FALSE,FALSE
KALRN,-5.32471229871379,0.00755455360524338,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.90853912266417,2.53865091572069E-05,247,HIV,Early/mid,FALSE,FALSE
IGSF3,-5.06696717383439,0.00755455360524338,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.0632538653024,1.56913201366863E-05,274,HIV,Early/mid,FALSE,FALSE
MAP1A,-4.12004058930165,0.00755455360524338,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.64500878093096,3.26340731700594E-05,577,HIV,Early/mid,FALSE,FALSE
NKAIN3,-3.68485727067439,0.00755455360524338,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.92604002518291,0.000435760078124402,1158,HIV,Early/mid,FALSE,FALSE
SPTBN2,-3.5220217407329,0.00755455360524338,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.70831677135222,0.00165529768757529,1545,HIV,Early/mid,FALSE,FALSE
TANC2,-2.14987762656266,0.00757264787663103,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.36122746142521,0.00183032429123245,1873,HIV,Early/mid,FALSE,FALSE
TRAF3IP3,3.52797614523122,0.00757264787663103,Upregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
JMY,-3.14301196258466,0.00765540207267458,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.37088112288969,0.000452585114370292,1307,HIV,Early/mid,FALSE,FALSE
SNED1,-4.93210794492036,0.00768016451565531,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.11187612255695,1.48806785927875E-05,262,HIV,Early/mid,FALSE,FALSE
ATOH8,-4.20987154442002,0.00768016451565531,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.47046852262195,4.78364352913117E-05,674,HIV,Early/mid,FALSE,FALSE
PIK3IP1,-2.80145435217988,0.00768016451565531,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.86958496941414,0.000373442310254232,1374,HIV,Early/mid,FALSE,FALSE
DCBLD2,-2.44276976814823,0.00768016451565531,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.61656414735914,0.000972636000924818,1645,HIV,Early/mid,FALSE,FALSE
BACE1,-2.11630592908298,0.00768016451565531,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.03120404324804,0.00569425859993837,2346,HIV,Early/mid,FALSE,FALSE
GPR135,-2.32112098333075,0.00770835711375516,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.25356533914521,0.00488614426345561,2229,HIV,Early/mid,FALSE,FALSE
AREG,-6.15642826154344,0.00784128669752839,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.9785459640525,4.60141441165854E-05,297,HIV,Early/mid,FALSE,FALSE
RORB,-5.58256746083946,0.00784128669752839,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-7.20900648460534,9.6422337474628E-06,136,HIV,Early/mid,FALSE,FALSE
EPHB3,-3.91473078690668,0.00784128669752839,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.02134774405375,0.000241089074423757,1023,HIV,Early/mid,FALSE,FALSE
PLEKHG4,-3.71065405626705,0.00784128669752839,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.7376041536603,0.000773182173976,1339,HIV,Early/mid,FALSE,FALSE
PRAF2,-2.91516342899069,0.00784128669752839,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-3.08397298789508,0.00119973935345526,1571,HIV,Early/mid,FALSE,FALSE
ADCY9,-2.63299910658572,0.00784128669752839,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.63703623132211,0.00142603478791784,1745,HIV,Early/mid,FALSE,FALSE
SOX12,-2.45912360105931,0.00784128669752839,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.49273451576151,0.000679652439890152,1589,HIV,Early/mid,FALSE,FALSE
MAGI1,-2.18040376749866,0.00784128669752839,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.16683005297542,0.0010372423145382,1796,HIV,Early/mid,FALSE,FALSE
GBP1,2.47767430069261,0.00784128669752839,Upregulated,HIV_eg_vs_NT_eg,3,3,9,2.Up-regulated,HIV,Early/mid,3,2.48189641379592,5.80662332133319E-07,900,HIV,Early/mid,TRUE,TRUE
MFAP4,-5.37967912960933,0.00793730080764168,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-6.64764252642622,2.51428873390474E-06,96,HIV,Early/mid,FALSE,FALSE
FNDC4,-4.0001684048501,0.00793730080764168,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.82432654013712,7.21831875284339E-05,666,HIV,Early/mid,FALSE,FALSE
GPT2,-2.59281515388841,0.00793730080764168,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-2.51675910033548,0.00501649980721461,2217,HIV,Early/mid,FALSE,FALSE
FGB,-7.65986512526816,0.00795448077248278,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-8.4027123123571,1.07649343371618E-05,89,HIV,Early/mid,FALSE,FALSE
SMOC2,-5.33134314219837,0.00795448077248278,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-5.99565147451874,8.7335899864961E-06,236,HIV,Early/mid,FALSE,FALSE
SBSPON,-9.0899066918227,0.00796933157862901,Downregulated,HIV_eg_vs_NT_eg,3,-3,-9,0.Down-regulated,HIV,Early/mid,-3,-9.60438177606881,2.43982520256009E-06,29,HIV,Early/mid,TRUE,TRUE
COX7A1,-4.2384986556706,0.00800293500330495,Downregulated,HIV_eg_vs_NT_eg,NA,NA,NA,NA,NA,NA,-3,-4.91494746057568,4.95591356217339E-05,580,HIV,Early/mid,FALSE,FALSE
